item,Description,size decimal,cost,chop,join,group
VBLNAT114,CFC Voyager Blue/Natural 1 1 /4,1.25,17.50,17.50,17.50,Wood
VBLRD114,CFC Voyager Blue/Red 1 1/4,1.25,17.50,17.50,17.50,Wood
VBLWT114,CFC Voyager Blue/White 1 1/4,1.25,17.50,17.50,17.50,Wood
VBRN114,CFC Voyager Brown/Brown 1 1/4,1.25,17.50,17.50,17.50,Wood
VBRNBK114,CFC Voyager Brown/Black 1 1/4,1.25,17.50,17.50,17.50,Wood
VBRNNAT114,CFC Voyager Brown/Natural 1 1/4,1.25,17.50,17.50,17.50,Wood
VBRNWHT114,CFC Voyager Brown/White 1 1/4,1.25,17.50,17.50,17.50,Wood
VCUST114,CFC Voyager Custom Color 1 1/4,1.25,17.50,17.50,17.50,Wood
VCUST214,CFC Voyager Custom Color 2 1/4,2.25,17.50,17.50,17.50,Wood
VDRKGRN114,CFC Voyager Dark Green/Dark Green 1 1/4,1.25,17.50,17.50,17.50,Wood
VDRKGRNBK114,CFC Voyager Dark Green/Black 1 1/4,1.25,17.50,17.50,17.50,Wood
VDRKGRNNAT114,CFC Voyager Dark Green/Natural1 1/4,1.25,17.50,17.50,17.50,Wood
VDRKGRNWHT114,CFC Voyager Dark Green/White 1 1/4,1.25,17.50,17.50,17.50,Wood
VGRNNAT114,CFC Voyager Green/Natural 1 1/4,1.25,17.50,17.50,17.50,Wood
VGRY114,CFC Voyager Gray/Gray 1 1/4,1.25,17.50,17.50,17.50,Wood
VGRYBK114,CFC Voyager Gray/Black 1 1/4,1.25,17.50,17.50,17.50,Wood
VGRYNAT114,CFC Voyager Gray/Natural 1 1/4,1.25,17.50,17.50,17.50,Wood
VGRYRD114,CFC Voyager Gray/Red 1 1/4,1.25,17.50,17.50,17.50,Wood
VGRYWT114,CFC Voyager Gray/White 1 1/4,1.25,17.50,17.50,17.50,Wood
VLAV114,CFC Voyager Lavender/Lavender 1 1/4,1.25,17.50,17.50,17.50,Wood
VLAVBK114,CFC Voyager Lavender/Black 1 1/4,1.25,17.50,17.50,17.50,Wood
VLAVNAT114,CFC Voyager Lavender/Natural 1 1/4,1.25,17.50,17.50,17.50,Wood
VLAVWT114,CFC Voyager Lavender/White 1 1/4,1.25,17.50,17.50,17.50,Wood
VLEN114,CFC Voyager Lentil/Lentil 1 1/4,1.25,17.50,17.50,17.50,Wood
VLENBK114,CFC Voyager Lentil/Black 1 1/4,1.25,17.50,17.50,17.50,Wood
VLENNAT114,CFC Voyager Lentil/Natural 1 1/4,1.25,17.50,17.50,17.50,Wood
VLENWHT114,CFC Voyager Lentil/White 1 1/4,1.25,17.50,17.50,17.50,Wood
VMBK34,CFC Voyager Mini Black/Black  3/4,0.75,16.00,16.00,16.00,Wood
VMBKBL34,CFC Voyager Mini Black/Blue  3/4,0.75,16.00,16.00,16.00,Wood
VMBKBRN34,CFC Voyager Mini Black/Brown  3/4,0.75,16.00,16.00,16.00,Wood
VMBKDRKGRN34,CFC Voyager Mini Black/Dark Green  3/4,0.75,16.00,16.00,16.00,Wood
VMBKGRY34,CFC Voyager Mini Black/Gray  3/4,0.75,16.00,16.00,16.00,Wood
VMBKLAV34,CFC Voyager Mini Black/Lavender  3/4,0.75,16.00,16.00,16.00,Wood
VMBKLEN34,CFC Voyager Mini Black/Lentil  3/4,0.75,16.00,16.00,16.00,Wood
VMBKNAT34,CFC Voyager Mini Black/Natural  3/4,0.75,16.00,16.00,16.00,Wood
VMBKOR34,CFC Voyager Mini Black/Orange  3/4,0.75,16.00,16.00,16.00,Wood
VMBKPNK34,CFC Voyager Mini Black/Pink  3/4,0.75,16.00,16.00,16.00,Wood
VMBKPRP34,CFC Voyager Mini Black/Purple  3/4,0.75,16.00,16.00,16.00,Wood
VMBKPUT34,CFC Voyager Mini Black/Putty  3/4,0.75,16.00,16.00,16.00,Wood
VMBKRD34,CFC Voyager Mini Black/Red  3/4,0.75,16.00,16.00,16.00,Wood
VMBKSG34,CFC Voyager Mini Black/Sage  3/4,0.75,16.00,16.00,16.00,Wood
VMBKTL34,CFC Voyager Mini Black/Teal  3/4,0.75,16.00,16.00,16.00,Wood
VMBKTURQ34,CFC Voyager Mini Black/Turquoise  3/4,0.75,16.00,16.00,16.00,Wood
VMBKWT34,CFC Voyager Mini Black/White 3/4,0.75,16.00,16.00,16.00,Wood
VMBL34,CFC Voyager Mini Blue/Blue  3/4,0.75,16.00,16.00,16.00,Wood
VMBLBK34,CFC Voyager Mini Blue/Black  3/4,0.75,16.00,16.00,16.00,Wood
VMBLKY34,CFC Voyager Mini Black/Yellow  3/4,0.75,16.00,16.00,16.00,Wood
VMBLNAT34,CFC Voyager Mini Blue/Natural  3/4,0.75,16.00,16.00,16.00,Wood
VMBLRD34,CFC Voyager Mini Blue/Red  3/4,0.75,16.00,16.00,16.00,Wood
VMBLWT34,CFC Voyager Mini Blue/White  3/4,0.75,16.00,16.00,16.00,Wood
VMBRN34,CFC Voyager Mini Brown/Brown  3/4,0.75,16.00,16.00,16.00,Wood
VMBRNBK34,CFC Voyager Mini Brown/Black  3/4,0.75,16.00,16.00,16.00,Wood
VMBRNNAT34,CFC Voyager Mini Brown/Natural  3/4,0.75,16.00,16.00,16.00,Wood
VMBRNWHT34,CFC Voyager Mini Brown/White  3/4,0.75,16.00,16.00,16.00,Wood
VMCUST34,CFC Voyager Mini Custom Color  3/4,0.75,16.00,16.00,16.00,Wood
VMCUST34,CFC Voyager Mini Custom Color  3/4,0.75,16.00,16.00,16.00,Wood
VMDRKGRN34,CFC Voyager Mini Dark Green/Dark Green  3/4,0.75,16.00,16.00,16.00,Wood
VMDRKGRNBK34,CFC Voyager Mini Dark Green/Black  3/4,0.75,16.00,16.00,16.00,Wood
VMDRKGRNNAT34,CFC Voyager Mini Dark Green/Natural  3/4,0.75,16.00,16.00,16.00,Wood
VMDRKGRNWHT34,CFC Voyager Mini Dark Green/White  3/4,0.75,16.00,16.00,16.00,Wood
VMGRNNAT34,CFC Voyager Mini Green/Natural  3/4,0.75,16.00,16.00,16.00,Wood
VMGRY34,CFC Voyager Mini Gray/Gray  3/4,0.75,16.00,16.00,16.00,Wood
VMGRYBK34,CFC Voyager Mini Gray/Black  3/4,0.75,16.00,16.00,16.00,Wood
VMGRYNAT34,CFC Voyager Mini Gray/Natural  3/4,0.75,16.00,16.00,16.00,Wood
VMGRYRD34,CFC Voyager Mini Gray/Red  3/4,0.75,16.00,16.00,16.00,Wood
VMGRYWT34,CFC Voyager Mini Gray/White  3/4,0.75,16.00,16.00,16.00,Wood
VMLAV34,CFC Voyager Mini Lavender/Lavender  3/4,0.75,16.00,16.00,16.00,Wood
VMLAVBK34,CFC Voyager Mini Lavender/Black  3/4,0.75,16.00,16.00,16.00,Wood
VMLAVNAT34,CFC Voyager Mini Lavender/Natural  3/4,0.75,16.00,16.00,16.00,Wood
VMLAVWT34,CFC Voyager Mini Lavender/White  3/4,0.75,16.00,16.00,16.00,Wood
VMLEN34,CFC Voyager Mini Lentil/Lentil  3/4,0.75,16.00,16.00,16.00,Wood
VMLENBK34,CFC Voyager Mini Lentil/Black  3/4,0.75,16.00,16.00,16.00,Wood
VMLENNAT34,CFC Voyager Mini Lentil/Natural  3/4,0.75,16.00,16.00,16.00,Wood
VMLENWHT34,CFC Voyager Mini Lentil/White  3/4,0.75,16.00,16.00,16.00,Wood
VMNAT34,CFC Voyager Mini Natural/Natural  3/4,0.75,16.00,16.00,16.00,Wood
VMNATBK34,CFC Voyager Mini Natural/Black  3/4,0.75,16.00,16.00,16.00,Wood
VMNATBL34,CFC Voyager Mini Natural/Blue  3/4,0.75,16.00,16.00,16.00,Wood
VMNATBRN34,CFC Voyager Mini Natural/Brown  3/4,0.75,16.00,16.00,16.00,Wood
VMNATDRKGRN34,CFC Voyager Mini Natural/Dark Green  3/4,0.75,16.00,16.00,16.00,Wood
VMNATGRN34,CFC Voyager Mini Natural/Green  3/4,0.75,16.00,16.00,16.00,Wood
VMNATGRY34,CFC Voyager Mini Natural/Gray  3/4,0.75,16.00,16.00,16.00,Wood
VMNATLAV34,CFC Voyager Mini Natural/Lavender  3/4,0.75,16.00,16.00,16.00,Wood
VMNATLEN34,CFC Voyager Mini Natural/Lentil  3/4,0.75,16.00,16.00,16.00,Wood
VMNATOR34,CFC Voyager Mini Natural/Orange  3/4,0.75,16.00,16.00,16.00,Wood
VMNATPNK34,CFC Voyager Mini Natural/Pink  3/4,0.75,16.00,16.00,16.00,Wood
VMNATPRP34,CFC Voyager Mini Natural/Purple  3/4,0.75,16.00,16.00,16.00,Wood
VMNATPUT34,CFC Voyager Mini Natural/Putty  3/4,0.75,16.00,16.00,16.00,Wood
VMNATRD34,CFC Voyager Mini Natural/Red  3/4,0.75,16.00,16.00,16.00,Wood
VMNATSG34,CFC Voyager Mini Natural/Sage  3/4,0.75,16.00,16.00,16.00,Wood
VMNATTL34,CFC Voyager Mini Natural/Teal  3/4,0.75,16.00,16.00,16.00,Wood
VMNATTRQ34,CFC Voyager Mini Natural/Turquoise  3/4,0.75,16.00,16.00,16.00,Wood
VMNATWT34,CFC Voyager Mini Natural/White  3/4,0.75,16.00,16.00,16.00,Wood
VMNATY34,CFC Voyager Mini Natural/Yellow  3/4,0.75,16.00,16.00,16.00,Wood
VMOR34,CFC Voyager Mini Orange/Orange  3/4,0.75,16.00,16.00,16.00,Wood
VMORBK34,CFC Voyager Mini Orange/Black  3/4,0.75,16.00,16.00,16.00,Wood
VMORNAT34,CFC Voyager Mini Orange/Natural  3/4,0.75,16.00,16.00,16.00,Wood
VMORWHT34,CFC Voyager Mini Orange/White  3/4,0.75,16.00,16.00,16.00,Wood
VMPNK34,CFC Voyager Mini Pink/Pink  3/4,0.75,16.00,16.00,16.00,Wood
VMPNKBK34,CFC Voyager Mini Pink/Black  3/4,0.75,16.00,16.00,16.00,Wood
VMPNKNAT34,CFC Voyager Mini Pink/Natural  3/4,0.75,16.00,16.00,16.00,Wood
VMPNKWHT34,CFC Voyager Mini Pink/White  3/4,0.75,16.00,16.00,16.00,Wood
VMPRP34,CFC Voyager Mini Purple/Purple  3/4,0.75,16.00,16.00,16.00,Wood
VMPRPBK34,CFC Voyager Mini Purple/Black  3/4,0.75,16.00,16.00,16.00,Wood
VMPRPNAT34,CFC Voyager Mini Purple/Natural  3/4,0.75,16.00,16.00,16.00,Wood
VMPRPWHT34,CFC Voyager Mini Purple/White  3/4,0.75,16.00,16.00,16.00,Wood
VMPRPY34,CFC Voyager Mini Purple/Yellow  3/4,0.75,16.00,16.00,16.00,Wood
VMPUT34,CFC Voyager Mini Putty/Putty  3/4,0.75,16.00,16.00,16.00,Wood
VMPUTBK34,CFC Voyager Mini Putty/Black  3/4,0.75,16.00,16.00,16.00,Wood
VMPUTNAT34,CFC Voyager Mini Putty/Natural  3/4,0.75,16.00,16.00,16.00,Wood
VMPUTWHT34,CFC Voyager Mini Putty/White  3/4,0.75,16.00,16.00,16.00,Wood
VMRD34,CFC Voyager Mini Red/Red  3/4,0.75,16.00,16.00,16.00,Wood
VMRDBK34,CFC Voyager Mini Red/Black  3/4,0.75,16.00,16.00,16.00,Wood
VMRDBL34,CFC Voyager Mini Red/Blue 3/4,0.75,16.00,16.00,16.00,Wood
VMRDGRY34,CFC Voyager Mini Red/Gray  3/4,0.75,16.00,16.00,16.00,Wood
VMRDNAT34,CFC Voyager Mini Red/Natural  3/4,0.75,16.00,16.00,16.00,Wood
VMRDTL34,CFC Voyager Mini Red/Teal  3/4,0.75,16.00,16.00,16.00,Wood
VMRDWT34,CFC Voyager Mini Red/White  3/4,0.75,16.00,16.00,16.00,Wood
VMSG34,CFC Voyager Mini Sage/Sage  3/4,0.75,16.00,16.00,16.00,Wood
VMSGBK34,CFC Voyager Mini Sage/Black  3/4,0.75,16.00,16.00,16.00,Wood
VMSGNAT34,CFC Voyager Mini Sage/Natural  3/4,0.75,16.00,16.00,16.00,Wood
VMSGWHT34,CFC Voyager Mini Sage/White  3/4,0.75,16.00,16.00,16.00,Wood
VMTL34,CFC Voyager Mini Teal/Teal  3/4,0.75,16.00,16.00,16.00,Wood
VMTLBK34,CFC Voyager Mini Teal/Black  3/4,0.75,16.00,16.00,16.00,Wood
VMTLNAT34,CFC Voyager Mini Teal/Natural  3/4,0.75,16.00,16.00,16.00,Wood
VMTLRD34,CFC Voyager Mini Teal/Red  3/4,0.75,16.00,16.00,16.00,Wood
VMTRQNAT34,CFC Voyager Mini Turquoise/Natural  3/4,0.75,16.00,16.00,16.00,Wood
VMTRQWT34,CFC Voyager Mini Turquoise/White  3/4,0.75,16.00,16.00,16.00,Wood
VMTURQ34,CFC Voyager Mini Turquoise/Turquoise  3/4,0.75,16.00,16.00,16.00,Wood
VMTURQBK34,CFC Voyager Mini Turquoise/Black  3/4,0.75,16.00,16.00,16.00,Wood
VMWHT34,CFC Voyager Mini White/White  3/4,0.75,16.00,16.00,16.00,Wood
VMWHTBL34,CFC Voyager Mini White/Blue  3/4,0.75,16.00,16.00,16.00,Wood
VMWHTBRN34,CFC Voyager Mini White/Brown  3/4,0.75,16.00,16.00,16.00,Wood
VMWHTDRKGRN34,CFC Voyager Mini White/Dark Green  3/4,0.75,16.00,16.00,16.00,Wood
VMWHTLEN34,CFC Voyager Mini White/Lentil  3/4,0.75,16.00,16.00,16.00,Wood
VMWHTOR34,CFC Voyager MiniWhite/Orange  3/4,0.75,16.00,16.00,16.00,Wood
VMWHTPNK34,CFC Voyager Mini White/Pink  3/4,0.75,16.00,16.00,16.00,Wood
VMWHTPRP34,CFC Voyager Mini White/Purple  3/4,0.75,16.00,16.00,16.00,Wood
VMWHTPUT34,CFC Voyager Mini White/Putty  3/4,0.75,16.00,16.00,16.00,Wood
VMWHTSG34,CFC Voyager Mini White/Sage  3/4,0.75,16.00,16.00,16.00,Wood
VMWHTY34,CFC Voyager Mini White/Yellow  3/4,0.75,16.00,16.00,16.00,Wood
VMWHTY34,CFC Voyager Mini White/Yellow  3/4,0.75,16.00,16.00,16.00,Wood
VMWTBK34,CFC Voyager Mini White/Black. 3/4,0.75,16.00,16.00,16.00,Wood
VMWTGRY34,CFC Voyager Mini White/Gray  3/4,0.75,16.00,16.00,16.00,Wood
VMWTLAV34,CFC Voyager Mini White/Lavender 3/4 ,0.75,16.00,16.00,16.00,Wood
VMWTNAT34,CFC Voyager Mini White/Natural  3/4,0.75,16.00,16.00,16.00,Wood
VMWTRD34,CFC Voyager Mini White/Red  3/4,0.75,16.00,16.00,16.00,Wood
VMWTTRQ34,CFC Voyager Mini White/Turquoise 3/4,0.75,16.00,16.00,16.00,Wood
VMY34,CFC Voyager Mini Yellow/Yellow  3/4,0.75,16.00,16.00,16.00,Wood
VMYBK34,CFC Voyager Mini Yellow/Black  3/4,0.75,16.00,16.00,16.00,Wood
VMYNAT34,CFC Voyager Mini Yellow/Natural  3/4,0.75,16.00,16.00,16.00,Wood
VMYPRP34,CFC Voyager Mini Yellow/Purple  3/4,0.75,16.00,16.00,16.00,Wood
VMYWHT34,CFC Voyager Mini Yellow/White  3/4,0.75,16.00,16.00,16.00,Wood
VNAT114,CFC Voyager Natural/Natural 1 1/4,1.25,17.50,17.50,17.50,Wood
VNATBK114,CFC Voyager Natural/Black 1 1/4,1.25,17.50,17.50,17.50,Wood
VNATBL114,CFC Voyager Natural/Blue 1 1/4,1.25,17.50,17.50,17.50,Wood
VNATBRN114,CFC Voyager Natural/Brown 1 1/4,1.25,17.50,17.50,17.50,Wood
VNATDRKGRN114,CFC Voyager Natural/Dark Green 1 1/4,1.25,17.50,17.50,17.50,Wood
VNATGRN114,CFC Voyager Natural/Green 1 1/4,1.25,17.50,17.50,17.50,Wood
VNATGRY114,CFC Voyager Natural/Gray 1 1/4,1.25,17.50,17.50,17.50,Wood
VNATLAV114,CFC Voyager Natural/Lavender 1 1/4,1.25,17.50,17.50,17.50,Wood
VNATLEN114,CFC Voyager Natural/Lentil 1 1/4,1.25,17.50,17.50,17.50,Wood
VNATOR114,CFC Voyager Natural/Orange 1 1/4,1.25,17.50,17.50,17.50,Wood
VNATPNK114,CFC Voyager Natural/Pink 1 1/4,1.25,17.50,17.50,17.50,Wood
VNATPRP114,CFC Voyager Natural/Purple 1 1/4,1.25,17.50,17.50,17.50,Wood
VNATPUT114,CFC Voyager Natural/Putty 1 1/4,1.25,17.50,17.50,17.50,Wood
VNATRD114,CFC Voyager Natural/Red 1 1/4,1.25,17.50,17.50,17.50,Wood
VNATSG114,CFC Voyager Natural/Sage 1 1/4,1.25,17.50,17.50,17.50,Wood
VNATTL114,CFC Voyager Natural/Teal 1 1/4,1.25,17.50,17.50,17.50,Wood
VNATTRQ114,CFC Voyager Natural/Turquoise 1 1/4,1.25,17.50,17.50,17.50,Wood
VNATWT114,CFC Voyager Natural/White 1 1/4,1.25,17.50,17.50,17.50,Wood
VNATY114,CFC Voyager Natural/Yellow 1 1/4,1.25,17.50,17.50,17.50,Wood
VOR114,CFC Voyager Orange/Orange 1 1/4,1.25,17.50,17.50,17.50,Wood
VORBK114,CFC Voyager Orange/Black 1 1/4,1.25,17.50,17.50,17.50,Wood
VORNAT114,CFC Voyager Orange/Natural 1 1/4,1.25,17.50,17.50,17.50,Wood
VORWHT114,CFC Voyager Orange/White 1 1/4,1.25,17.50,17.50,17.50,Wood
VPNK114,CFC Voyager Pink/Pink 1 1/4,1.25,17.50,17.50,17.50,Wood
VPNKBK114,CFC Voyager Pink/Black 1 1/4,1.25,17.50,17.50,17.50,Wood
VPNKNAT114,CFC Voyager Pink/Natural 1 1/4,1.25,17.50,17.50,17.50,Wood
VPNKWHT114,CFC Voyager Pink/White 1 1/4,1.25,17.50,17.50,17.50,Wood
VPRP114,CFC Voyager Purple/Purple 1 1/4,1.25,17.50,17.50,17.50,Wood
VPRPBK114,CFC Voyager Purple/Black 1 1/4,1.25,17.50,17.50,17.50,Wood
VPRPNAT114,CFC Voyager Purple/Natural 1 1/4,1.25,17.50,17.50,17.50,Wood
VPRPWHT114,CFC Voyager Purple/White 1 1/4,1.25,17.50,17.50,17.50,Wood
VPRPY114,CFC Voyager Purple/Yellow 1 1/4,1.25,17.50,17.50,17.50,Wood
VPUT114,CFC Voyager Putty/Putty 1 1/4,1.25,17.50,17.50,17.50,Wood
VPUTBK114,CFC Voyager Putty/Black 1 1/4,1.25,17.50,17.50,17.50,Wood
VPUTNAT114,CFC Voyager Putty/Natural 1 1/4,1.25,17.50,17.50,17.50,Wood
VPUTWHT114,CFC Voyager Putty/White 1 1/4,1.25,17.50,17.50,17.50,Wood
VRD114,CFC Voyager Red/Red 1 1/4,1.25,17.50,17.50,17.50,Wood
VRDBK114,CFC Voyager Red/Black 1 1/4,1.25,17.50,17.50,17.50,Wood
VRDBL114,CFC Voyager Red/Blue 1 1/4,1.25,17.50,17.50,17.50,Wood
VRDGRY114,CFC Voyager Red/Gray 1 1/4,1.25,17.50,17.50,17.50,Wood
VRDNAT114,CFC Voyager Red/Natural 1 1/4,1.25,17.50,17.50,17.50,Wood
VRDTL114,CFC Voyager Red/Teal 1 1/4,1.25,17.50,17.50,17.50,Wood
VRDWT114,CFC Voyager Red/White 1 1/4,1.25,17.50,17.50,17.50,Wood
VSB1CUST,"Voyager Shadow Box 1"" Deep",1.25,21.00,21.00,21.00,Wood
VSB2CUST,"Voyager Shadow Box 2"" Deep",1.25,23.00,23.00,23.00,Wood
VSB3CUST,"Voyager Shadow Box 3"" Deep",1.25,26.00,26.00,26.00,Wood
VSB4CUST,"Voyager Shadow Box 4"" Deep",1.25,27.00,27.00,27.00,Wood
VSG114,CFC Voyager Sage/Sage 1 1/4,1.25,17.50,17.50,17.50,Wood
VSGBK114,CFC Voyager Sage/Black 1 1/4,1.25,17.50,17.50,17.50,Wood
VSGNAT114,CFC Voyager Sage/Natural 1 1/4,1.25,17.50,17.50,17.50,Wood
VSGWHT114,CFC Voyager Sage/White 1 1/4,1.25,17.50,17.50,17.50,Wood
VTL114,CFC Voyager Teal/Teal 1 1/4,1.25,17.50,17.50,17.50,Wood
VTLBK114,CFC Voyager Teal/Black 1 1/4,1.25,17.50,17.50,17.50,Wood
VTLNAT114,CFC Voyager Teal/Natural 1 1/4,1.25,17.50,17.50,17.50,Wood
VTLRD114,CFC Voyager Teal/Red 1 1/4,1.25,17.50,17.50,17.50,Wood
VTRQNAT114,CFC Voyager Turquoise/Natural 1 1/4,1.25,17.50,17.50,17.50,Wood
VTRQWT114,CFC Voyager Turquoise/White 1 1/4,1.25,17.50,17.50,17.50,Wood
VTURQ114,CFC Voyager Turquoise/Turquoise 1 1/4,1.25,17.50,17.50,17.50,Wood
VTURQBK114,CFC Voyager Turquoise/Black 1 1/4,1.25,17.50,17.50,17.50,Wood
VWHT114,CFC Voyager White/White 1 1/4,1.25,17.50,17.50,17.50,Wood
VWHTBRN114,CFC Voyager White/Brown 1 1/4,1.25,17.50,17.50,17.50,Wood
VWHTDRKGRN114,CFC Voyager White/Dark Green 1 1/4,1.25,17.50,17.50,17.50,Wood
VWHTLEN114,CFC Voyager White/Lentil 1 1/4,1.25,17.50,17.50,17.50,Wood
VWHTOR114,CFC Voyager White/Orange 1 1/4,1.25,17.50,17.50,17.50,Wood
VWHTPNK114,CFC Voyager White/Pink 1 1/4,1.25,17.50,17.50,17.50,Wood
VWHTPRP114,CFC Voyager White/Purple 1 1/4,1.25,17.50,17.50,17.50,Wood
VWHTPUT114,CFC Voyager White/Putty 1 1/4,1.25,17.50,17.50,17.50,Wood
VWHTSG114,CFC Voyager White/Sage 1 1/4,1.25,17.50,17.50,17.50,Wood
VWHTY114,CFC Voyager White/Yellow 1 1/4,1.25,17.50,17.50,17.50,Wood
VWHTY114,CFC Voyager White/Yellow 1 1/4,1.25,17.50,17.50,17.50,Wood
VWTBK114,CFC Voyager White/Black 1 1/4,1.25,17.50,17.50,17.50,Wood
VWTBL114,CFC Voyager White/Blue 1 1/4,1.25,17.50,17.50,17.50,Wood
VWTGRY114,CFC Voyager White/Gray 1 1/4,1.25,17.50,17.50,17.50,Wood
VWTLAV114,CFC Voyager White/Lavender 1 1/4,1.25,17.50,17.50,17.50,Wood
VWTNAT114,CFC Voyager White/Natural 1 1/4,1.25,17.50,17.50,17.50,Wood
VWTRD114,CFC Voyager White/Red 1 1/4,1.25,17.50,17.50,17.50,Wood
VWTTRQ114,CFC Voyager White/Turquoise 1 1/4,1.25,17.50,17.50,17.50,Wood
VY114,CFC Voyager Yellow/Yellow 1 1/4,1.25,17.50,17.50,17.50,Wood
VYBK114,CFC Voyager Yellow/Black 1 1/4,1.25,17.50,17.50,17.50,Wood
VYNAT114,CFC Voyager Yellow/Natural 1 1/4,1.25,17.50,17.50,17.50,Wood
VYPRP114,CFC Voyager Yellow/Purple 1 1/4,1.25,17.50,17.50,17.50,Wood
VYWHT114,CFC Voyager Yellow/White 1 1/4,1.25,17.50,17.50,17.50,Wood
WHTBLK114,CFC Soho - White Over Black 1 1/4,1.25,15.00,15.00,15.00,Wood
WHTBLK58,CFC Soho - White Over Black 5/8,0.625,14.00,14.00,14.00,Wood
WHTGRY114,CFC Soho - White Over Gray 1 1/4,1.25,15.00,15.00,15.00,Wood
WHTGRY58,CFC Soho - White Over Gray 5/8,0.625,14.00,14.00,14.00,Wood
YLGR114,CFC Brights - Yellow Over Green 1 1/4,1.25,15.00,15.00,15.00,Wood
YLGR58,CFC Brights - Yellow Over Green 5/8,0.625,14.00,14.00,14.00,Wood
