CFS #,Description,Size,Length,Chop,Join,group
64360118,Rustic Dark Grey Floater,1 1/8,4.95,8.42,10.94,Wood
6436018,Charcoal Floater,1 1/8,4.95,8.42,10.94,Wood
6436022,Matte White Floater,1 1/8,4.95,8.42,10.94,Wood
6436023,Warm Silver Floater,1 1/8,4.95,8.42,10.94,Wood
6436029,Matte Black Floater,1 1/8,4.95,8.42,10.94,Wood
6436030,Gold Floater,1 1/8,4.95,8.42,10.94,Wood
6436071,Walnut Woodgrain Floater,1 1/8,4.95,8.42,10.94,Wood
6436072,Off-White Woodgrain Floater,1 1/8,4.95,8.42,10.94,Wood
6436073,Silver Floater,1 1/8,4.95,8.42,10.94,Wood
6436078,Grey Woodgrain Floater,1 1/8,4.95,8.42,10.94,Wood
6436079,Black Woodgrain Floater,1 1/8,4.95,8.42,10.94,Wood
6436081,Dark Walnut Woodgrain Floater,1 1/8,4.95,8.42,10.94,Wood
6436082,Natural Woodgrain Floater,1 1/8,4.95,8.42,10.94,Wood
6436088,Charcoal Woodgrain Floater,1 1/8,4.95,8.42,10.94,Wood
64361121,Large Floater Brown & White Barnwood,2 1/8,9.19,15.70,20.46,Wood
64361122,Large Floater White & Brown Barnwood,2 1/8,9.19,15.70,20.46,Wood
64361125,Large Floater Dark Brown Barnwood,2 1/8,9.19,15.70,20.46,Wood
64361128,Large Floater Light Grey Barnwood,2 1/8,9.19,15.70,20.46,Wood
64361131,Large Floater Grey & Brown Barnwood,2 1/8,9.19,15.70,20.46,Wood
64361138,Large Floater White & Grey Barnwood,2 1/8,9.19,15.70,20.46,Wood
6436211,Large Floater Grey w/Beige Lines,2 1/8,7.65,13.15,17.07,Wood
6436212,Large Floater White w/Red Lines,2 1/8,7.65,13.15,17.07,Wood
6436219,Large Floater Black w/Light Brown Lines,2 1/8,7.65,13.15,17.07,Wood
6436228,Large Floater Charcoal w/Light Brown Lines,2 1/8,7.65,13.15,17.07,Wood
64366183,Silver Floater w/Lt Grey Sides,1 5/8,9.35,16.09,20.92,Wood
644110,Satin Gold,1 1/4,3.08,5.34,6.87,Wood
644111,Bronze Gold,1 1/4,3.08,5.34,6.87,Wood
644121,Espresso,1 1/4,3.08,5.34,6.87,Wood
6441233,Warm Silver,1 1/4,3.08,5.34,6.87,Wood
644133,Stainless Steel,1 1/4,3.08,5.34,6.87,Wood
644142,Bleached Natural Woodgrain,1 1/4,3.08,5.34,6.87,Wood
644150,Shiny Gold,1 1/4,3.08,5.34,6.87,Wood
644153,Silver w/Black Lines,1 1/4,3.08,5.34,6.87,Wood
6442610,Satin Gold Cap w/Bevel Lip,1 1/8,3.74,6.45,8.40,Wood
6442611,Bronze Cap w/Bevel Lip,1 1/8,3.74,6.45,8.40,Wood
6442621,Espresso Cap w/Bevel Lip,1 1/8,3.74,6.45,8.40,Wood
6442622,Matte White Cap w/Bevel Lip,1 1/8,3.74,6.45,8.40,Wood
6442623,Warm Silver Cap w/Bevel Lip,1 1/8,3.74,6.45,8.40,Wood
6442629,Matte Black Cap w/Bevel Lip,1 1/8,3.74,6.45,8.40,Wood
6442633,Stainless Cap w/Bevel Lip,1 1/8,3.74,6.45,8.40,Wood
6442710,Tall Satin Gold Cap w/Bevel Lip,1 1/8,5.54,9.51,12.31,Wood
6442711,Tall Bronze Cap w/Bevel Lip,1 1/8,5.54,9.51,12.31,Wood
6442721,Tall Espresso Cap w/Bevel Lip,1 1/8,5.54,9.51,12.31,Wood
6442722,Tall Matte White Cap w/Bevel Lip,1 1/8,5.54,9.51,12.31,Wood
6442723,Tall Warm Silver Cap w/Bevel Lip,1 1/8,5.54,9.51,12.31,Wood
6442729,Tall Matte Black Cap w/Bevel Lip,1 1/8,5.54,9.51,12.31,Wood
6442733,Tall Stainless Cap w/Bevel Lip,1 1/8,5.54,9.51,12.31,Wood
6443210,Satin Gold Cap,7/8,2.39,4.05,5.32,Wood
6443211,Bronze Gold Cap,7/8,2.39,4.05,5.32,Wood
6443215,Satin Bronze Cap,7/8,2.39,4.05,5.32,Wood
64432153,Silver w/Black Lines Cap,7/8,2.39,4.05,5.32,Wood
6443218,Satin Charcoal Cap,7/8,2.39,4.05,5.32,Wood
6443220,Antique Gold Cap,7/8,2.84,4.94,6.34,Wood
6443221,Espresso Cap,7/8,2.39,4.05,5.32,Wood
6443223,Pale Gold Cap,7/8,2.84,4.94,6.34,Wood
6443233,Stainless Steel Cap,7/8,2.39,4.05,5.32,Wood
6443242,Bleached Natural Woodgrain Cap,7/8,2.39,4.05,5.32,Wood
6443250,Shiny Gold Cap,7/8,2.39,4.05,5.32,Wood
6443253,Antique Silver Cap,7/8,2.84,4.94,6.34,Wood
6443255,Antique Gold Cap,7/8,2.84,4.94,6.34,Wood
6443273,Silver Cap,7/8,2.39,4.05,5.32,Wood
644329,Black Pyramid,1 1/8,4.00,6.86,8.83,Wood
6443293,Satin Silver Cap,7/8,2.39,4.05,5.32,Wood
6443311,Bronze with Distress Edges,7/8,3.32,5.62,7.36,Wood
6443313,Silver with Distress Edges,7/8,3.32,5.62,7.36,Wood
6443320,Gold with Distress Edges,7/8,3.32,5.62,7.36,Wood
6443323,Bronze with Distress Edges,7/8,3.32,5.62,7.36,Wood
64436108,Rustic Grey w/Blue Cap,3/4,2.84,4.94,6.34,Wood
64436111,Rustic Dark Brown Cap,3/4,2.84,4.94,6.34,Wood
64436112,Rustic White Wash Grey Cap,3/4,2.84,4.94,6.34,Wood
64436118,Rustic Dark Grey Cap,3/4,2.84,4.94,6.34,Wood
645820,Gold with Flat Panel,1 5/8,3.66,6.32,8.13,Wood
645823,Silver with Flat Panel,1 5/8,3.66,6.32,8.13,Wood
645920,Gold with Flat Panel,2 1/4,5.54,9.51,12.31,Wood
645923,Silver with Flat Panel,2 1/4,5.54,9.51,12.31,Wood
6460940,Mahogany Reverse w/Gold Lip,2 1/4,4.80,8.14,10.65,Wood
64704940,Mahogany Reverse w/Gold Lip,1 1/2,2.84,4.94,6.34,Wood
6471413,Warm Silver,13/16,2.12,3.63,4.76,Wood
64724108,Rustic Grey w/Blue Tall Cap,3/4,5.22,8.87,11.54,Wood
64724111,Rustic Dark Brown Tall Cap,3/4,5.22,8.87,11.54,Wood
64724112,Rustic White Wash Grey Tall Cap,3/4,5.22,8.87,11.54,Wood
64724118,Rustic Dark Grey Tall Cap,3/4,5.22,8.87,11.54,Wood
6475218,Charcoal w/White Lines,1 1/8,2.89,4.92,6.46,Wood
6475221,Light Brown w/White Lines,1 1/8,2.89,4.92,6.46,Wood
6475222,White w/Light Brown Lines,1 1/8,2.89,4.92,6.46,Wood
6475229,Black w/Orange Lines,1 1/8,2.89,4.92,6.46,Wood
64753293,Distressed Black w/Ornamental Silver Lip,1,4.43,7.57,9.79,Wood
64754220,Distressed White Scoop w/Gold Beaded Lip,1 1/4,3.21,5.46,7.14,Wood
6475423,Distressed Silver Scoop w/Beaded Lip,1 1/4,3.42,5.87,7.58,Wood
64754293,Distressed Black Scoop w/Silver Beaded Lip,1 1/4,3.42,5.87,7.58,Wood
6475520,Distressed Gold Scoop w/Ornamental Lip,1 1/4,3.42,5.87,7.58,Wood
6475629,Tall Matte Black,7/8,3.24,5.59,7.28,Wood
6475720,Small Wavy Ornate Gold with Crosses,1 1/2,2.15,3.64,4.77,Wood
6475923,Silver w/Bevel Lip,1 1/4,3.64,6.18,8.04,Wood
6476120,Medium Gold Bamboo,1,4.94,8.50,11.05,Wood
6476123,Medium Silver Bamboo,1,4.94,8.50,11.05,Wood
6476129,Medium Black Bamboo,1,4.94,8.50,11.05,Wood
6476620,Gold Leaf w/Black Lines,1 3/8,5.81,10.00,12.99,Wood
6476623,Silver Leaf w/Black Lines,1 3/8,5.81,10.00,12.99,Wood
6477120,Large Gold w/Panel,4 1/8,10.27,17.67,22.98,Wood
6478518,Navy Blue Ornate,1 1/4,4.45,7.56,9.83,Wood
6478520,Bright Gold Ornate,1 1/4,4.45,7.56,9.83,Wood
6478522,White Ornate,1 1/4,4.45,7.56,9.83,Wood
6478523,Bright Silver Ornate,1 1/4,4.45,7.56,9.83,Wood
6478528,Grey Ornate,1 1/4,4.45,7.56,9.83,Wood
6478529,Black Ornate,1 1/4,4.45,7.56,9.83,Wood
6478535,Coral Ornate,1 1/4,4.45,7.56,9.83,Wood
64787290,Gold with Black Back,1 3/4,6.71,11.41,14.83,Wood
64787293,Stainless Steel with Black Back,1 3/4,6.71,11.41,14.83,Wood
64787393,Silver with Black Back,1 3/4,6.71,11.41,14.83,Wood
6633,Thin Gold Fillet,1/4,2.28,4.96,,Fillet
6694,Silver Leaf Scoop Fillet,5/16,2.22,4.94,,Fillet
71306004, Lead Silver Massimo ,3/4,6.01,9.61,12.49,Wood
71306006, Champagne Massimo ,3/4,6.01,9.61,12.49,Wood
71306007,Gold Massimo ,3/4,6.01,9.61,12.49,Wood
71306008,Silver Massimo,3/4,6.01,9.61,12.49,Wood
71306009,Dark Silver Massimo,3/4,6.01,9.61,12.49,Wood
71306017,Black Gold Massimo ,3/4,6.01,9.61,12.49,Wood
71307001,Burnt Orange Arte,3/4,5.50,8.81,11.44,Wood
71307002,Yellow Arte,3/4,5.50,8.81,11.44,Wood
71307003,Forest Green Arte,3/4,5.50,8.81,11.44,Wood
71307004,Blue Arte,3/4,5.50,8.81,11.44,Wood
71307005,Grey Arte,3/4,5.50,8.81,11.44,Wood
71307006,Red Arte,3/4,5.50,8.81,11.44,Wood
71307007,Antique Gold Arte,3/4,5.50,8.81,11.44,Wood
71307008,Antique Silver Arte,3/4,5.50,8.81,11.44,Wood
71307010,Black Arte,3/4,5.50,8.81,11.44,Wood
71307011,White Arte,3/4,5.50,8.81,11.44,Wood
71407007,Gold Stella,1 1/4,7.31,11.70,15.21,Wood
71407008,Silver Stella,1 1/4,7.31,11.70,15.21,Wood
71407009,Pewter Stella,1 1/4,7.31,11.70,15.21,Wood
71407011,White Stella,1 1/4,7.31,11.70,15.21,Wood
71407012,Light Bronze Stella,1 1/4,7.31,11.70,15.21,Wood
71417007,Gold Stella,1 1/2,9.39,15.02,19.53,Wood
71417008,Silver Stella,1 1/2,9.39,15.02,19.53,Wood
71417009,Pewter Stella,1 1/2,9.39,15.02,19.53,Wood
71417011,White Stella,1 1/2,9.39,15.02,19.53,Wood
71417012,Light Bronze Stella,1 1/2,9.39,15.02,19.53,Wood
72161007,Louvre Gold Leaf,1,3.92,6.28,8.16,Wood
72161008,Louvre Silver Leaf,1,3.92,6.28,8.16,Wood
72161010,Louvre Grey w/Black Wash,1,3.53,5.64,7.34,Wood
72161011,Louvre White Wash,1,3.53,5.64,7.34,Wood
72171007,Louvre Gold Leaf,2,7.20,11.53,14.99,Wood
72171008,Louvre Silver Leaf,2,7.20,11.53,14.99,Wood
72171010,Louvre Grey w/Black Wash,2,6.48,10.36,14.37,Wood
72171011,Louvre White Wash,2,6.48,10.36,14.37,Wood
72181007,Louvre Gold Leaf,3 1/4,12.70,20.32,26.41,Wood
72181008,Louvre Silver Leaf,3 1/4,12.70,20.32,26.41,Wood
72181010,Louvre Grey w/Black Wash,3 1/4,11.44,18.30,23.79,Wood
72181011,Louvre White Wash,3 1/4,11.44,18.30,23.79,Wood
72306007,Gold Milano,3/4,7.13,11.40,14.83,Wood
72306008,Dark Silver Milano,3/4,7.13,11.40,14.83,Wood
72306009,Champagne Milano ,3/4,7.13,11.40,14.83,Wood
72306010,Black Milano,3/4,7.13,11.40,14.83,Wood
72306013,Rose Gold Milano ,3/4,7.13,11.40,14.83,Wood
72316007,Gold Milano,1 1/2,10.43,16.69,21.70,Wood
72316008, Dark Silver Milano,1 1/2,10.43,16.69,21.70,Wood
72316009,Champagne Silver Milano,1 1/2,10.43,16.69,21.70,Wood
72316010,Black Milano,1 1/2,10.43,16.69,21.70,Wood
72316013,Rose Gold Milano,1 1/2,10.43,16.69,21.70,Wood
72407007,Gold Baltica,2,9.71,15.51,20.17,Wood
72407008,Silver Baltica,2,9.70,15.52,20.17,Wood
72407009,Pewter Baltica,2,9.70,15.52,20.17,Wood
72407010,Black Baltica,2,9.70,15.52,20.17,Wood
72407012,Bronze Baltica,2,9.70,15.52,20.17,Wood
72501011,White Lino,7/8,6.32,10.10,13.13,Wood
72501013,Grey Purple Lino,7/8,6.32,10.10,13.13,Wood
72501015,Bronze Lino,7/8,6.32,10.10,13.13,Wood
72501016,Dark Grey Lino,7/8,6.32,10.10,13.13,Wood
72501017,Blue Jean Lino,7/8,6.32,10.10,13.13,Wood
72511011,White Lino,2,9.36,14.98,19.47,Wood
72511013,Grey Purple Lino,2,9.36,14.98,19.47,Wood
72511015,Bronze Lino,2,9.36,14.98,19.47,Wood
72511016,Dark Grey Lino,2,9.36,14.98,19.47,Wood
72511017,Blue Jean Lino,2,9.36,14.98,19.47,Wood
73501007,Gold Marmo,1 9/16,9.02,14.43,19.70,Wood
73501010,Black Marmo,1 9/16,9.02,14.43,19.70,Wood
73501013,Platinum Marmo,1 9/16,9.02,14.43,19.70,Wood
73501014,Pewter Marmo,1 9/16,9.02,14.43,19.70,Wood
73511007,Gold Marmo,2 1/2,13.76,22.03,28.63,Wood
73511010,Black Marmo,2 1/2,13.76,22.03,28.63,Wood
73511013,Platinum Marmo,2 1/2,13.76,22.03,28.63,Wood
73511014,Pewter Marmo,2 1/2,13.76,22.03,28.63,Wood
74306013,Black Olive Capri,7/8,7.50,12.00,15.60,Wood
74306014,Black Noce Capri,7/8,7.50,12.00,15.60,Wood
74306015,White Ayous Capri,7/8,7.50,12.00,15.60,Wood
74306016,White Rovere Capri ,7/8,7.50,12.00,15.60,Wood
74407007,Gold Tintoretto,7/8,6.01,9.61,12.49,Wood
74407008,Silver Tintoretto,7/8,6.01,9.61,12.49,Wood
74407009,Pewter Tintoretto,7/8,6.01,9.61,12.49,Wood
74407010,Black Tintoretto,7/8,6.01,9.61,12.49,Wood
74417007,Gold Tintoretto,1 1/2,8.97,14.35,18.65,Wood
74417008,Silver Tintoretto,1 1/2,8.97,14.35,18.65,Wood
74417009,Pewter Tintoretto,1 1/2,8.97,14.35,18.65,Wood
74417010,Black Tintoretto,1 1/2,8.97,14.35,18.65,Wood
74427007,Gold Tintoretto,3,16.04,25.66,33.35,Wood
74427008,Silver Tintoretto,3,16.04,25.66,33.35,Wood
74427009,Pewter Tintoretto,3,16.04,25.66,33.35,Wood
74427010,Black Tintoretto,3,16.04,25.66,33.35,Wood
74501007,Gold Positano,1 5/8,9.85,15.77,20.50,Wood
74501008,Silver Positano,1 5/8,9.85,15.77,20.50,Wood
74501010,Black Positano,1 5/8,9.85,15.77,20.50,Wood
74511007,Gold Positano,3,15.80,25.28,32.87,Wood
74511008,Silver Positano,3,15.80,25.28,32.87,Wood
74511010,Black Positano,3,15.80,25.28,32.87,Wood
75201007,Zen Gold Leaf Bamboo, 5/8 ,3.98,6.37,8.29,Wood
75201008,Zen Silver Leaf Bamboo, 5/8 ,3.98,6.37,8.29,Wood
75211007,Zen Gold Leaf Bamboo, 7/8 ,5.24,8.39,10.90,Wood
75211008,Zen Silver Leaf Bamboo, 7/8 ,5.24,8.39,10.90,Wood
75221007,Zen Gold Leaf Bamboo Floater,1 1/2,9.54,15.26,19.84,Wood
75221008,Zen Silver Leaf Bamboo Floater,1 1/2,9.54,15.26,19.84,Wood
75306004,Red Bianco,3/4,5.87,9.40,12.21,Wood
75306005,Blue Bianco,3/4,5.87,9.40,12.21,Wood
75306010,Black Bianco,3/4,5.87,9.40,12.21,Wood
75306011,White/Grey Bianco,3/4,5.87,9.40,12.21,Wood
75316004,Red Bianco,2,9.75,15.60,20.27,Wood
75316005,Blue Bianco,2,9.75,15.60,20.27,Wood
75316010,Black Bianco,2,9.75,15.60,20.27,Wood
75316011,White/Grey Bianco,2,9.75,15.60,20.27,Wood
76306006,Dark Silver Trevi ,3/4,7.13,11.40,14.83,Wood
76306007,Gold Trevi ,3/4,7.13,11.40,14.83,Wood
76306008,Silver Trevi,3/4,7.13,11.40,14.83,Wood
76306010,Black Trevi ,3/4,7.13,11.40,14.83,Wood
76316006,Dark Silver Trevi,1 3/8,10.43,16.69,21.70,Wood
76316007,Gold Trevi,1 3/8,10.43,16.69,21.70,Wood
76316008,Silver Trevi,1 3/8,10.43,16.69,21.70,Wood
76316010,Black Trevi,1 3/8,10.43,16.69,21.70,Wood
76326006,Dark Silver Trevi,2 1/2,15.89,25.42,33.04,Wood
76326007,Gold Trevi ,2 1/2,15.89,25.42,33.04,Wood
76326008,Silver Trevi ,2 1/2,15.89,25.42,33.04,Wood
76326010,Black Trevi,2 1/2,15.89,25.42,33.04,Wood
76402008,Pewter Unagi,2 3/4,10.43,16.70,21.70,Wood
76402009,Bronze Unagi,2 3/4,10.43,16.70,21.70,Wood
76402010,Black Unagi,2 3/4,10.43,16.70,21.70,Wood
76402011,White Unagi,2 3/4,10.43,16.70,21.70,Wood
76412008,Pewter Unagi,1 1/4,4.35,6.97,9.06,Wood
76412009,Bronze Unagi,1 1/4,4.35,6.97,9.06,Wood
76412010,Black Unagi,1 1/4,4.35,6.97,9.06,Wood
76412011,White Unagi,1 1/4,4.35,6.97,9.06,Wood
76422008,Tall Pewter Unagi,1,5.97,9.56,12.42,Wood
76422009,Tall Bronze Unagi,1,5.97,9.56,12.42,Wood
76422010,Tall Black Unagi,1,5.97,9.56,12.42,Wood
76422011,Tall White Unagi,1,5.97,9.56,12.42,Wood
76432008,Pewter Unagi Floater,5/8,7.81,12.49,16.24,Wood
76432009,Bronze Unagi Floater,5/8,7.81,12.49,16.24,Wood
76432010,Black Unagi Floater,5/8,7.81,12.49,16.24,Wood
76432011,White Unagi Floater,5/8,7.81,12.49,16.24,Wood
77306007,Gold Classico,3/4,8.04,12.87,16.73,Wood
77306008,Champage Silver Classico,3/4,8.04,12.87,16.73,Wood
77306009,Pewter Silver Classico,3/4,8.04,12.87,16.73,Wood
77316007,Gold Classico,1 1/2,11.88,19.00,24.71,Wood
77316008, Champagne Silver Classico,1 1/2,11.88,19.00,24.71,Wood
77316009,Pewter Silver Classico,1 1/2,11.88,19.00,24.71,Wood
77316013,Rose Gold Classico,1 1/2,11.88,19.00,24.71,Wood
78161007,Pilastri Gold Leaf,1,4.21,6.73,8.75,Wood
78161008,Pilastri Silver Leaf,1,4.21,6.73,8.75,Wood
78161009,Pilastri Rose Gold Leaf,1,4.21,6.73,8.75,Wood
78161010,Pilastri Matte Black,1,3.80,6.09,7.91,Wood
78171007,Pilastri Gold Leaf,2,7.20,11.53,14.99,Wood
78171008,Pilastri Silver Leaf,2,7.20,11.53,14.99,Wood
78171009,Pilastri Rose Gold Leaf,2,7.20,11.53,14.99,Wood
78171010,Pilastri Matte Black,2,6.48,10.36,13.47,Wood
78181007,Pilastri Gold Leaf,2 5/8,10.91,17.46,22.70,Wood
78181008,Pilastri Silver Leaf,2 5/8,10.91,17.46,22.70,Wood
78181009,Pilastri Rose Gold Leaf,2 5/8,10.91,17.46,22.70,Wood
78181010,Pilastri Matte Black,2 5/8,9.84,15.74,20.46,Wood
82251101,Morgan Silver,2 3/4,3.48,5.44,7.16,Wood
826042,Blonde Maple,1 1/4,1.86,3.00,3.99,Wood
826047,Dark Mahogany,1 1/4,1.86,3.00,3.99,Wood
826049,Pebble Beach Leather,1 1/4,2.51,4.01,5.30,Wood
826057,Organic Maple,1 1/4,1.86,3.00,3.99,Wood
826060,Mocha Walnut,1 1/4,1.86,3.00,3.99,Wood
826061,Espresso Walnut,1 1/4,1.86,3.00,3.99,Wood
826069,Catalog Honey,1 1/4,1.86,3.00,3.99,Wood
826074,Satin White,1 1/4,2.51,4.00,5.30,Wood
8261469,Black Steel,1 1/4,2.47,3.86,5.14,Wood
8261500,American Barn,1 1/4,1.86,3.00,3.99,Wood
8261619,Muted Gold Glow,1 1/4,1.86,3.00,3.99,Wood
8261620,Muted Warm Silver,1 1/4,1.86,3.00,3.99,Wood
8261621,Muted Cool Silver,1 1/4,1.86,3.00,3.99,Wood
8261622,Muted Prosecco Gold,1 1/4,1.86,3.00,3.99,Wood
8261911,Chalked Coffee,1 1/4,1.86,3.00,3.99,Wood
8261914,Chalked Greige,1 1/4,1.86,3.00,3.99,Wood
8262085,Dashboard Burl,2,3.05,4.84,6.44,Wood
8262115,Terracotta Natural,1 1/4,2.03,3.29,4.29,Wood
8262116,Terracotta White,1 1/4,2.03,3.29,4.29,Wood
8262117,Terracotta Black,1 1/4,2.03,3.29,4.29,Wood
8262379,Apple Burl,1 1/4,2.03,3.29,4.29,Wood
8262401,Koa,1 1/4,1.87,3.00,3.90,Wood
8262402,Leopardwood,1 1/4,1.87,3.00,3.90,Wood
8262407,Canarywood,1 1/4,1.87,3.00,3.90,Wood
8263085,Dashboard Burl,3,3.73,5.86,7.70,Wood
826355,Woven Gold,1 1/4,2.51,4.01,5.30,Wood
826356,Woven Silver,1 1/4,2.51,4.01,5.30,Wood
826361,Trevi Gold ,1 1/4,2.51,4.01,5.30,Wood
826362,Trevi Silver,1 1/4,2.51,4.01,5.30,Wood
826365,Super Matte Gold,1 1/4,2.51,4.01,5.30,Wood
826366,Super Matte Silver,1 1/4,2.51,4.01,5.30,Wood
826370,Char ,1 1/4,2.51,4.01,5.30,Wood
826406,Stealth Black,1 1/4,2.51,4.00,5.30,Wood
826443,Tungsten Alloy,1 1/4,2.51,4.00,5.30,Wood
826447,Swirled Silver,1 1/4,2.51,4.00,5.30,Wood
826460,Liquid White,1 1/4,2.51,4.00,5.30,Wood
826470,Liquid Black,1 1/4,2.51,4.00,5.30,Wood
826542,Como Crosshatch Silver,1 1/4,2.31,3.71,4.85,Wood
826603,Lack Luster Blue,1 1/4,2.51,4.01,5.30,Wood
826604,Lack Luster Green,1 1/4,2.51,4.01,5.30,Wood
826670,Montauk Beachwood,1 1/4,2.56,3.99,5.28,Wood
826677,Montauk Night,1 1/4,2.56,3.99,5.28,Wood
826690,Restoration White,1 1/4,2.51,4.00,5.30,Wood
826975,Frosted Bronze,1 1/4,3.72,5.95,7.73,Wood
866042,Blonde Maple,3,3.51,5.57,7.30,Wood
866047,Dark Mahogany,3,3.98,6.29,8.30,Wood
866049,Pebble Beach Leather,3,4.85,7.57,9.85,Wood
866057,Organic Maple,3,3.51,5.57,7.30,Wood
866060,Mocha Walnut,3,3.98,6.29,8.30,Wood
866061,Espresso Walnut,3,3.98,6.29,8.30,Wood
866069,Catalog Honey,3,3.98,6.29,8.30,Wood
866074,Satin White,3,4.74,7.41,9.70,Wood
8661500,American Barn,3,3.51,5.57,7.30,Wood
8661619,Muted Gold Glow,3,3.51,5.57,7.30,Wood
8661620,Muted Warm Silver,3,3.51,5.57,7.30,Wood
8661621,Muted Cool Silver,3,3.51,5.57,7.30,Wood
8661622,Muted Prosecco Gold,3,3.51,5.57,7.30,Wood
8661914,Chalked Greige,3,3.51,5.57,7.30,Wood
8661921,Chalked Shagbark,3,3.51,5.57,7.30,Wood
8662115,Terracotta Natural,3,3.98,6.29,8.30,Wood
8662116,Terracotta White,3,3.98,6.29,8.30,Wood
8662117,Terracotta Black,3,3.98,6.29,8.30,Wood
8662401,Koa,3,3.54,5.66,7.36,Wood
8662402,Leopardwood,3,3.54,5.66,7.36,Wood
8662407,Canarywood,3,3.54,5.66,7.36,Wood
866355,Woven Gold ,3,4.85,7.57,9.85,Wood
866356,Woven Silver,3,4.85,7.57,9.85,Wood
866361,Trevi Gold ,3,4.85,7.57,9.85,Wood
866362,Trevi Silver,3,4.85,7.57,9.85,Wood
866365,Super Matte Gold  ,3,4.85,7.57,9.85,Wood
866366,Super Matte Silver,3,4.85,7.57,9.85,Wood
866370,Char ,3,4.85,7.57,9.85,Wood
866406,Stealth Black,3,4.74,7.41,9.70,Wood
866447,Swirled Silver,3,4.74,7.41,9.70,Wood
866460,Liquid White,3,4.74,7.41,9.70,Wood
866470,Liquid Black,3,4.74,7.41,9.70,Wood
866542,Como Crosshatch Silver,3,3.89,6.14,7.99,Wood
866603,Lack Luster Blue,3,4.85,7.57,9.85,Wood
866604,Lack Luster Green,3,4.85,7.57,9.85,Wood
866677,Montauk Night,3,4.85,7.57,9.85,Wood
866966,Stainless,3,6.73,10.57,13.87,Wood
872074,Satin White,3/4,1.90,3.01,4.00,Wood
872405,Gallery Black,3/4,1.90,3.01,4.00,Wood
874042,Blonde Maple,2,2.83,4.44,5.86,Wood
874047,Dark Mahogany,2,2.83,4.44,5.86,Wood
874057,Organic Maple,2,2.83,4.44,5.86,Wood
874060,Mocha Walnut,2,2.83,4.44,5.86,Wood
874061,Espresso Walnut,2,2.83,4.44,5.86,Wood
874069,Catalog Honey,2,2.83,4.44,5.86,Wood
874074,Satin White,2,3.32,5.29,6.99,Wood
8741500,American Barn,2,2.86,4.45,5.87,Wood
8741619,Muted Gold Glow,2,2.86,4.45,5.87,Wood
8741620,Muted Warm Silver,2,2.86,4.45,5.87,Wood
8741621,Muted Cool Silver,2,2.86,4.45,5.87,Wood
8741622,Muted Prosecco Gold,2,2.86,4.45,5.87,Wood
8741914,Chalked Greige,2,2.83,4.44,5.86,Wood
8742115,Terracotta Natural,2,3.17,5.01,6.56,Wood
8742116,Terracotta White,2,3.17,5.01,6.56,Wood
8742379,Apple Burl,2,3.17,5.01,6.56,Wood
8742401,Koa,2,2.84,4.54,5.90,Wood
8742402,Leopardwood,2,2.84,4.54,5.90,Wood
8742407,Canarywood,2,2.84,4.54,5.90,Wood
874355,Woven Gold ,2,3.48,5.44,7.16,Wood
874356,Woven Silver,2,3.48,5.44,7.16,Wood
874361,Trevi Gold ,2,3.48,5.44,7.16,Wood
874362,Trevi Silver,2,3.48,5.44,7.16,Wood
874365,Super Matte Gold,2,3.48,5.44,7.16,Wood
874366,Super Matte Silver,2,3.48,5.44,7.16,Wood
874370,Char ,2,3.48,5.44,7.16,Wood
874406,Stealth Black,2,3.48,5.44,7.16,Wood
874447,Swirled Silver,2,3.48,5.44,7.16,Wood
874460,Liquid White,2,3.48,5.44,7.16,Wood
874470,Liquid Black,2,3.48,5.44,7.16,Wood
874542,Como Crosshatch Silver,2,3.12,4.86,6.46,Wood
874603,Lack Luster Blue,2,3.48,5.44,7.16,Wood
874604,Lack Luster Green,2,3.48,5.44,7.16,Wood
874670,Montauk Beachwood,2,3.53,5.57,7.29,Wood
874677,Montauk Night,2,3.53,5.57,7.29,Wood
874966,Stainless,2,4.85,7.57,9.85,Wood
874975,Frosted Bronze,2,4.86,7.77,10.10,Wood
8792379,Apple Burl,1,2.21,3.46,4.50,Wood
879350,Venetian Gold,1,2.86,4.45,5.87,Wood
879353,Aria Champagne ,1,2.86,4.45,5.87,Wood
879368,Dark Brown Restoration,1,2.86,4.45,5.87,Wood
879369,Light Brown Restoration ,1,2.86,4.45,5.87,Wood
879406,Stealth Black,1,2.86,4.45,5.87,Wood
879409,Satin White,1,2.86,4.45,5.87,Wood
879460,Liquid White,1,2.86,4.45,5.87,Wood
879470,Liquid Black,1,2.86,4.45,5.87,Wood
896470,Liquid Black,4,6.30,10.08,13.11,Wood
95024,Olea Pecan Fillet,3/4,2.82,5.14,,Fillet
95025,Olea Cherry Fillet,3/4,2.82,5.14,,Fillet
95040,Olea Taupe Fillet,3/4,2.82,5.14,,Fillet
9510,Liso Champagne Fillet,3/8,2.50,4.62,,Fillet
95100,Gold Round Fillet,3/4,2.47,4.60,,Fillet
95110,Silver Round Fillet,3/4,2.47,4.60,,Fillet
95130,Shiny Black Round Fillet,3/4,2.47,4.60,,Fillet
95170,Matte Black Round Fillet,3/4,2.47,4.60,,Fillet
9520,Liso Gunmetal Fillet,3/8,2.66,4.92,,Fillet
95200,Gold Fillet,3/4,2.47,4.60,,Fillet
9520101,Deep Matte Black Floater,1 3/4,7.98,14.44,18.71,Wood
9520103,Deep Gloss Black Floater,1 3/4,8.52,15.37,19.94,Wood
