item,Description,category,size decimal,rabbet decimal,cost,Chop,Join, upc ,group
780099,SLATED GREEN GLOSS CAP,Terrazzo,1.375,2,10.34,17.05,21.75,,Wood
780100,OBSIDIAN BLACK GLOSS FLOATER,Terrazzo,1.1875,1.7500,12.91,21.22,26.34,,Wood
780101,SANDY BEIGE GLOSS FLOATER,Terrazzo,1.1875,1.7500,12.91,21.22,26.34,,Wood
780102,SHALE GREY GLOSS FLOATER,Terrazzo,1.1875,1.7500,12.91,21.22,26.34,,Wood
780103,DOLOMITE WHITE GLOSS FLOATER,Terrazzo,1.1875,1.7500,12.91,21.22,26.34,,Wood
780104,MIDDAY GOLDEN WATER LILY SCOOP,GIVERNY,1.875,0.50,12.93,21.25,26.38,,Wood
780105,SHADED BRASS WATER LILY SCOOP,GIVERNY,1.875,0.50,12.93,21.25,26.38,,Wood
780106,MOONLIT SILVER WATER LILY SCOOP,GIVERNY,1.875,0.50,12.93,21.25,26.38,,Wood
780107,LARGE MIDDAY GOLDEN WATER LILY SCOOP,GIVERNY,3.125,0.75,17.86,29.24,35.16,,Wood
780108,LARGE SHADED BRASS WATER LILY SCOOP,GIVERNY,3.125,0.75,17.86,29.24,35.16,,Wood
780109,LARGE MOONLIT SILVER WATER LILY SCOOP,GIVERNY,3.125,0.75,17.86,29.24,35.16,,Wood
780110,GOLD STREAMLINER EXPRESS,PORTER,1.8125,0.50,12.29,20.21,25.24,,Wood
780111,SILVER STREAMLINER EXPRESS,PORTER,1.8125,0.50,12.29,20.21,25.24,,Wood
780112,LARGE GOLD STREAMLINER EXPRESS,PORTER,2.75,0.75,16.59,27.18,32.90,,Wood
780113,LARGE SILVER STREAMLINER EXPRESS,PORTER,2.75,0.75,16.59,27.18,32.90,,Wood
780114,GOLD STREAMLINER CLUB CAR CAP,PORTER,0.75,0.6875,8.15,13.51,17.86,,Wood
780115,SILVER STREAMLINER CLUB CAR CAP,PORTER,0.75,0.6875,8.15,13.51,17.86,,Wood
780116,GOLD STREAMLINER HIGH ANGLE,PORTER,0.6875,1,8.89,14.71,19.18,,Wood
780117,SILVER STREAMLINER HIGH ANGLE,PORTER,0.6875,1,8.89,14.71,19.18,,Wood
B5738C117,1 1/2 SATIN BLACK CAP,Satin MonB,1.5000,2.0000,6.72,11.18,15.30,,Wood
B5738C125,1 1/2 SATIN WHITE CAP,Satin MonB,1.5000,2.0000,6.72,11.18,15.30,,Wood
B5738C130,1 1/2 SATIN GREY CAP,Satin MonB,1.5000,2.0000,5.71,9.56,13.51,,Wood
B3038F117,1 1/2 FLAT SATIN BLACK,Satin MonB,1.5000,1,4.74,7.98,11.78,,Wood
B3038F125,1 1/2 FLAT SATIN WHITE,Satin MonB,1.5000,1,4.74,7.98,11.78,,Wood
B3038F130,1 1/2 FLAT SATIN GREY,Satin MonB,1.5000,1,4.74,7.98,11.78,,Wood
B3038F111,1 1/2 FLAT ALUMINUM GOLD,Metallic MonB,1.5000,1,4.53,7.64,11.40,,Wood
B3038F222,1 1/2 FLAT ALUMINUM SILVER,Metallic MonB,1.5000,1,4.53,7.64,11.40,,Wood
B3038F002,1 1/2 FLAT BEECH STAIN,Natural MonB,1.5000,1,4.06,6.87,10.56,,Wood
B3038F003,1 1/2 FLAT LIGHT NATURAL STAIN,Natural MonB,1.5000,1,3.45,5.89,9.48,,Wood
B3038F004,1 1/2 FLAT EBONIZED STAIN,Natural MonB,1.5000,1,4.06,6.87,10.56,,Wood
B3038F005,1 1/2 FLAT GREY STAIN,Natural MonB,1.5000,1,3.45,5.89,9.48,,Wood
B3038F006,1 1/2 FLAT DARK NATURAL STAIN,Natural MonB,1.5000,1,4.06,6.87,10.56,,Wood
B2530F117,1 1/8 SATIN BLACK CUBE,Satin MonB,1.1250,0.8750,3.81,6.47,10.11,,Wood
B2530F125,1 1/8 SATIN WHITE CUBE,Satin MonB,1.1250,0.8750,3.81,6.47,10.11,,Wood
B3224I444,1 ANGLED SILVER W/ DARK GREY SIDES,Metallic MonB,0.9375,0.8125,3.38,5.78,9.36,,Wood
B3224I555,1 ANGLED GOLD W/ NATURAL SIDES,Metallic MonB,0.9375,0.8125,3.38,5.78,9.36,,Wood
B3224I666,1 ANGLED SILVER W/ NATURAL SIDES,Metallic MonB,0.9375,0.8125,3.38,5.78,9.36,,Wood
B3220C125,3/4 SATIN WHITE CAP,Satin MonB,0.7500,1,3.34,5.71,9.28,,Wood
B3220C117,3/4 SATIN BLACK CAP,Satin MonB,0.7500,1,3.34,5.71,9.28,,Wood
B3220C333,3/4 GOLD W/ DARK GREY SIDES,Metallic MonB,0.7500,1,3.16,5.42,8.96,,Wood
B3220C444,3/4 SILVER W/ DARK GREY SIDES,Metallic MonB,0.7500,1,3.16,5.42,8.96,,Wood
B3220C555,3/4 GOLD W/ NATURAL SIDES,Metallic MonB,0.7500,1,3.16,5.42,8.96,,Wood
B3220C666,3/4 SILVER W/ NATURAL SIDES,Metallic MonB,0.7500,1,3.16,5.42,8.96,,Wood
B3220C111,3/4 ALUMINUM GOLD CAP,Metallic MonB,0.7500,1,3.81,6.47,10.11,,Wood
B3220C222,3/4 ALUMINUM SILVER CAP,Metallic MonB,0.7500,1,3.81,6.47,10.11,,Wood
B3220C002,3/4 BEECH STAIN CAP,Natural MonB,0.7500,1,2.93,5.05,8.55,,Wood
B3220C003,3/4 LIGHT NATURAL  STAIN CAP,Natural MonB,0.7500,1,2.49,4.34,7.77,,Wood
B3220C004,3/4 EBONIZED STAIN CAP,Natural MonB,0.7500,1,2.93,5.05,8.55,,Wood
B3220C005,3/4 GREY STAIN CAP,Natural MonB,0.7500,1,2.93,5.05,8.55,,Wood
B3220C006,3/4 DARK NATURAL STAIN CAP,Natural MonB,0.7500,1,2.93,5.05,8.56,,Wood
B4419C002,3/4 ANGLED BEECH STAIN CAP,Natural MonB,0.7500,1.3125,2.84,4.90,8.39,,Wood
B4419C003,3/4 ANGLED LIGHT NATURAL  STAIN CAP,Natural MonB,0.7500,1.3125,2.42,4.21,7.64,,Wood
B4419C004,3/4 ANGLED EBONIZED STAIN CAP,Natural MonB,0.7500,1.3125,2.84,4.90,8.39,,Wood
B4419C005,3/4 ANGLED GREY STAIN CAP,Natural MonB,0.7500,1.3125,2.84,4.90,8.39,,Wood
B4419C006,3/4 ANGLED DARK NATURAL STAIN CAP,Natural MonB,0.7500,1.3125,2.84,4.90,8.39,,Wood
B4419C125,3/4 ANGLED SATIN WHITE CAP,Satin MonB,0.7500,1.3125,3.34,5.70,9.27,,Wood
B4419C117,3/4 ANGLED SATIN BLACK CAP,Satin MonB,0.7500,1.3125,3.34,5.70,9.27,,Wood
B4419C130,3/4 ANGLED SATIN GREY CAP,Satin MonB,0.7500,1.3125,3.34,5.70,9.27,,Wood
B2030F117,1 1/4 FLAT SATIN BLACK,Satin MonB,1.2500,0.5000,3.24,5.54,9.10,,Wood
B2030F125,1 1/4 FLAT SATIN WHITE,Satin MonB,1.2500,0.5000,3.24,5.54,9.10,,Wood
B2030F002,1 1/4 FLAT BEECH STAIN,Natural MonB,1.2500,0.5000,3.16,5.41,8.95,,Wood
B2030F003,1 1/4 FLAT LIGHT NATURAL STAIN,Natural MonB,1.2500,0.5000,2.68,4.65,8.11,,Wood
B2030F004,1 1/4 FLAT EBONIZED STAIN,Natural MonB,1.2500,0.5000,3.16,5.41,8.95,,Wood
B2030F006,1 1/4 FLAT DARK NATURAL STAIN,Natural MonB,1.2500,0.5000,3.16,5.41,8.95,,Wood
B2541I002,1 1/2 WIDE ANGLE BEECH STAIN ,Natural MonB,1.5625,0.5000,3.07,5.27,8.79,,Wood
B2541I003,1 1/2 WIDE ANGLE LIGHT NATURAL  STAIN ,Natural MonB,1.5625,0.5000,2.61,4.52,7.98,,Wood
B2541I004,1 1/2 WIDE ANGLE EBONIZED STAIN ,Natural MonB,1.5625,0.5000,3.07,5.27,8.79,,Wood
B2541I005,1 1/2 WIDE ANGLE GREY STAIN ,Natural MonB,1.5625,0.5000,2.61,4.52,7.98,,Wood
B2541I006,1 1/2 WIDE ANGLE DARK NATURAL  STAIN,Natural MonB,1.5625,0.5000,3.07,5.27,8.79,,Wood
B2541I125,1 1/2 WIDE ANGLE SATIN WHITE,Satin MonB,1.5625,0.5000,3.57,6.08,9.69,,Wood
B2541I117,1 1/2 WIDE ANGLE SATIN BLACK ,Satin MonB,1.5625,0.5000,3.57,6.08,9.69,,Wood
B2541I130,1 1/2 WIDE ANGLE SATIN GREY ,Satin MonB,1.5625,0.5000,3.57,6.08,9.69,,Wood
B1414F117,1/2 ROUNDED SATIN BLACK,Satin MonB,0.5625,0.3750,2.37,4.13,7.55,,Wood
B1414F125,1/2 ROUNDED SATIN WHITE,Satin MonB,0.5625,0.3750,2.37,4.13,7.55,,Wood
B1319F117,3/4 SATIN BLACK,Satin MonB,0.7500,0.3750,2.54,4.42,7.86,,Wood
B1319F125,3/4 SATIN WHITE,Satin MonB,0.7500,0.3750,2.54,4.42,7.86,,Wood
B3039S117,1 1/2 SATIN BLACK SCOOP,Satin MonB,1.5000,0.4375,4.73,7.97,11.77,,Wood
B3039S125,1 1/2 SATIN WHITE SCOOP,Satin MonB,1.5000,0.4375,4.73,7.97,11.77,,Wood
B5119C333,3/4 TALL GOLD W/ DARK GREY SIDES,Metallic MonB,0.7500,1.7500,3.52,6.00,9.60,,Wood
B5119C444,3/4 TALL SILVER W/ DARK GREY SIDES,Metallic MonB,0.7500,1.7500,3.52,6.00,9.60,,Wood
B5119C555,3/4 TALL GOLD W/ NATURAL  SIDES,Metallic MonB,0.7500,1.7500,3.52,6.00,9.60,,Wood
B5119C666,3/4 TALL SILVER W/ NATURAL SIDES,Metallic MonB,0.7500,1.7500,3.52,6.00,9.60,,Wood
B5119C117,3/4 TALL SATIN BLACK CAP,Satin MonB,0.7500,1.7500,3.87,6.58,10.23,,Wood
B5119C125,3/4 TALL SATIN WHITE CAP,Satin MonB,0.7500,1.7500,3.87,6.58,10.23,,Wood
B5119C130,3/4 TALL SATIN GREY CAP,Satin MonB,0.7500,1.7500,3.87,6.58,10.23,,Wood
B2221P03,7/8 OAK CUBE,MonB Nouvelle Woods,0.8750,0.5625,2.33,4.07,7.48,,Wood
B2221P05,7/8 MODERN WALNUT CUBE,MonB Nouvelle Woods,0.8750,0.5625,2.33,4.07,7.48,,Wood
B2221P06,7/8 LIGHT GREY WALNUT CUBE,MonB Nouvelle Woods,0.8750,0.5625,2.33,4.07,7.48,,Wood
B2221P11,7/8 BLACK GRAIN CUBE,MonB Nouvelle Woods,0.8750,0.5625,2.33,4.07,7.48,,Wood
B3038P03,1 1/2 FLAT OAK,MonB Nouvelle Woods,1.5000,1.0000,4.43,7.48,11.23,,Wood
B3038P05,1 1/2 FLAT MODERN WALNUT,MonB Nouvelle Woods,1.5000,1.0000,4.43,7.48,11.23,,Wood
B3038P06,1 1/2 FLAT LIGHT GREY WALNUT,MonB Nouvelle Woods,1.5000,1.0000,4.43,7.48,11.23,,Wood
B3038P11,1 1/2 FLAT BLACK GRAIN,MonB Nouvelle Woods,1.5000,1.0000,4.43,7.48,11.23,,Wood
B3220P03,3/4 OAK CAP,MonB Nouvelle Woods,0.7500,1,2.78,4.81,8.29,,Wood
B3220P05,3/4 MODERN WALNUT CAP,MonB Nouvelle Woods,0.7500,1,2.78,4.81,8.29,,Wood
B3220P06,3/4 LIGHT GREY WALNUT CAP,MonB Nouvelle Woods,0.7500,1,2.78,4.81,8.29,,Wood
B3220P11,3/4 BLACK GRAIN CAP,MonB Nouvelle Woods,0.7500,1,2.78,4.81,8.29,,Wood
B3540P03,SMALL OAK FLOATER,MonB Nouvelle Woods,0.3750,0.8750,4.83,8.12,11.94,,Wood
B3540P05,SMALL MODERN WALNUT FLOATER,MonB Nouvelle Woods,0.3750,0.8750,4.83,8.12,11.94,,Wood
B3540P06,SMALL LIGHT GREY WALNUT FLOATER,MonB Nouvelle Woods,0.3750,0.8750,4.83,8.12,11.94,,Wood
B3540P11,SMALL BLACK GRAIN FLOATER,MonB Nouvelle Woods,0.3750,0.8750,4.83,8.12,11.94,,Wood
B5119P03,3/4 TALL OAK,MonB Nouvelle Woods,0.7500,1.7500,3.52,6.01,9.61,,Wood
B5119P05,3/4 TALL MODERN WALNUT,MonB Nouvelle Woods,0.7500,1.7500,3.52,6.01,9.61,,Wood
B5119P06,3/4 TALL LIGHT GREY WALNUT,MonB Nouvelle Woods,0.7500,1.7500,3.52,6.01,9.61,,Wood
B5119P11,3/4 TALL BLACK GRAIN,MonB Nouvelle Woods,0.7500,1.7500,3.52,6.01,9.61,,Wood
B5134P03,TALL OAK FLOATER,MonB Nouvelle Woods,0.3750,1.5625,5.68,9.51,13.46,,Wood
B5134P05,TALL MODERN WALNUT FLOATER,MonB Nouvelle Woods,0.3750,1.5625,5.68,9.51,13.46,,Wood
B5134P06,TALL LIGHT GREY WALNUT FLOATER,MonB Nouvelle Woods,0.3750,1.5625,5.68,9.51,13.46,,Wood
B5134P11,TALL BLACK GRAIN FLOATER,MonB Nouvelle Woods,0.3750,1.5625,5.68,9.51,13.46,,Wood
