CODE,description,rabbet,width,cost,group
A23601,DISC - Teak - Burnley (88M/BOX),20,42,13.05,Wood
A23602,DISC - Light Walnut - Burnley (88M/BOX),20,42,13.05,Wood
A23603,Mocha  - Burnley (88M/BOX),20,42,13.05,Wood
A23701,DISC - Teak - Burnley (65M/BOX),20,56,16.3,Wood
A23702,DISC - Light Walnut - Burnley (65M/BOX),20,56,16.3,Wood
A23703,DISC - Mocha - Burnley (65M/BOX),20,56,16.3,Wood
A24202,DISC - DISC - Walnut - Compass (140M/BOX),20,25,10.85,Wood
A24203,Mocha - Compass (140M/BOX),20,25,10.85,Wood
A24204,DISC - DISC - Black - Compass (140M/BOX),20,25,10.85,Wood
A24302,Walnut - Compass (70M/BOX),26,40,15.25,Wood
A24303,DISC - Mocha - Compass (70M/BOX),26,40,15.25,Wood
A24304,DISC - Black - Compass (70M/BOX),26,40,15.25,Wood
A51701,DISC - Matte Black - Reflections (60M/BOX),23,48,12.75,Wood
A52001,Black - Cosmopolitan (100M/BOX),18,41,10.95,Wood
A52013,White - Cosmopolitan (100M/BOX),18,41,10.95,Wood
A52801,Gold - Monarch (16M/BOX),51,80,40.95,Wood
A52802,Silver - Monarch (15M/BOX),51,80,40.95,Wood
A53401,Black - Marquis (160M/BOX),30,20,9.3,Wood
A53413,White - Marquis (160M/BOX),30,20,9.3,Wood
A53501,Black - Vienna (176M/Box),20,15,5.95,Wood
A53513,White - Vienna (176M/Box),20,15,5.95,Wood
A53601,Black - Vienna (110M/BOX),20,20,6.35,Wood
A53613,White - Vienna (110M/BOX),20,20,6.35,Wood
A53701,Black - Vienna (130M/BOX),20,31,8.2,Wood
A53713,White - Vienna (131M/BOX),20,31,8.2,Wood
A54801,Gloss Black/Gold - Bond (200M/BOX),20,25,12.95,Wood
A54901,Matte Black - Dianna (130M/BOX),15,25,8.95,Wood
A54902,Gloss Black - Dianna (130M/BOX),15,25,8.95,Wood
A55201,Walnut/Gold - Capri (170M/BOX),20,31,12.95,Wood
A55202,Mahogany/Gold - Capri (170M/BOX),20,31,12.95,Wood
A55301,Walnut/Gold - Capri (90M/BOX),21,50,17.95,Wood
A55302,Mahogany/Gold - Capri (90M/BOX),21,50,17.95,Wood
A55902,DISC Silver/Black - Aristocrat (135M/BOX),17,23,8.55,Wood
A56001,Black - Chalet (65M/BOX),20,60,17.35,Wood
A56007,Broken Silver - Chalet (40M/BOX),20,60,13.95,Wood
A56013,White - Chalet (65M/BOX),20,60,17.35,Wood
A56101,Black - Genesis (131M/BOX),40,20,12.3,Wood
A56113,White - Genesis (131M/BOX),40,20,12.3,Wood
A56201,Black - Santa Fe (110M/BOX),25,30,11.3,Wood
A56213,White - Santa Fe (110M/BOX),25,30,11.3,Wood
A56401,Walnut/Gold - Cremorne (130M/BOX),19,19,8.95,Wood
A56402,Mahogany/Gold - Cremorne (130M/BOX),19,19,8.95,Wood
A56403,Black/Gold - Cremorne (130M/BOX),19,19,8.95,Wood
A56404,Black/Silver - Cremorne (130M/BOX),19,19,8.95,Wood
A56702,DISC - Silver - Delta (50M/BOX),40,59,36.45,Wood
A56802,DISC Silver - Pagan (45M/BOX),52,32,21.1,Wood
A56901,BLACK - LOFT (28M/BOX),25,40,15.05,Wood
A56902,DISC - DISC - WHITE - LOFT (28M/BOX),25,40,15.05,Wood
A56903,DUST - LOFT (28M/BOX),25,40,15.05,Wood
A57001,DISC - BLACK - LOFT (16M/BOX),32,65,22.4,Wood
A57002,DISC WHITE - LOFT (16M/BOX),32,65,17.5,Wood
A57003,DISC DUST - LOFT (16M/BOX),32,65,17.5,Wood
A57701,Gold - Diablo (52M/BOX),33,55,19.95,Wood
A57702,Silver - Diablo (52M/BOX),33,55,19.95,Wood
A57703,Black/Gold - Diablo (52M/BOX),33,55,19.95,Wood
A58101,Gold/Black - Wellington (35M/BOX),35,67,39.95,Wood
A58102,Silver - Wellington (35M/BOX),35,67,39.95,Wood
A58202,Silver - Classique (25M/BOX),35,90,42.15,Wood
A58901,Gold - San Marino (140M/BOX),20,28,14.8,Wood
A58902,Silver - San Marino (140M/BOX),20,28,14.8,Wood
A59001,Gold - Revelle (95M/BOX),19,38,15.95,Wood
A59002,Silver - Revelle (95M/BOX),19,38,15.95,Wood
A59501,DISC - DISC - Gold - Venice (15M/BOX),40,100,41.6,Wood
A59502,Silver - Venice (15M/BOX),40,100,41.6,Wood
A59802,DISC Silver/Gold - Madrid (35M/BOX),36,81,28.55,Wood
A60001,DISC Gold/Black - Milano (140M/BOX),22,30,12.45,Wood
A61401,Gold/Black - Opel (100M/BOX),9,17,7.25,Wood
A61402,DISC Silver/Black - Opel (100M/BOX),9,17,4.15,Wood
A62101,Matte Black - Seattle (300M/BOX),14,12,7.25,Wood
A62106,Gold - Seattle (300M/BOX),14,12,7.25,Wood
A62107,Silver - Seattle (300M/BOX),14,12,7.25,Wood
A63001,Off White - Masters (40M/BOX),30,65,21.95,Wood
A63101,Off White - Masters (90M/BOX),20,42,12.95,Wood
A63301,Gold - Decal (70M/BOX),28,38,20.95,Wood
A63302,Silver - Decal (70M/BOX),28,38,20.95,Wood
A63601,Gold - Imperial (100M/BOX),8,17,7.25,Wood
A63602,Silver - Imperial (100M/BOX),8,17,7.25,Wood
A63901,Gold - Amalfi (100M/BOX),9,17,7.25,Wood
A63902,Silver - Amalfi (100M/BOX),9,17,7.25,Wood
A64202,DISC Silver - Manhattan (65M/BOX),40,21,13.8,Wood
A64203,Matte Black - Manhattan (70M/BOX),40,21,14.15,Wood
A64204,White - Manhattan (70M/BOX),40,21,14.15,Wood
A64302,DISC - Silver Leaf - Manhattan (65M/BOX),22,30,11.45,Wood
A64303,Matte Black - Manhattan (90M/BOX),22,30,9.95,Wood
A64304,White - Manhattan (105M/BOX),22,30,9.95,Wood
A64402,Silver Leaf - Manhattan (55M/BOX),22,45,15.25,Wood
A64403,Matte Black - Manhattan (55M/BOX),22,45,14.5,Wood
A64404,White - Manhattan (55M/BOX),22,45,14.5,Wood
A64502,Silver Leaf - Manhattan (30M/BOX),28,65,25.05,Wood
A64503,Matte Black - Manhattan (30M/BOX),28,65,21.75,Wood
A64504,White - Manhattan (30M/BOX),28,65,21.75,Wood
A65001,Bronze - Manhattan (165MTRS/BOX),23,23,8.95,Wood
A65002,Concrete - Manhattan (165MTRS/BOX),23,23,8.95,Wood
A65003,Matte Black - Manhattan (165MTRS/BOX),23,23,8.25,Wood
A65004,Matte White - Manhattan (165MTRS/BOX),23,23,8.25,Wood
A65101,Bronze - Manhattan (44MTRS/BOX),33,50,19.95,Wood
A65102,Concrete - Manhattan (44MTRS/BOX),33,50,19.95,Wood
A65103,Matte Black - Manhattan (44MTRS/BOX),33,50,19.5,Wood
A65104,Matte White - Manhattan (44MTRS/BOX),33,50,19.5,Wood
A65501,Off White - Masters (190M/BOX),18,26,9.7,Wood
A65701,Gold Embossed - Windsor (25M/BOX),46,80,41.95,Wood
A65702,Silver Embossed - Windsor (25M/BOX),46,80,41.95,Wood
A65801,Gold Embossed - Elizabeth (25M/BOX),41,85,43.95,Wood
A65802,Silver Embossed - Elizabeth (25M/BOX),41,85,43.95,Wood
A65901,Gold Embossed - Romano (190M/BOX),19,20,12.5,Wood
A65902,Silver Embossed - Romano (190M/BOX),19,20,12.5,Wood
A65903,Black Embossed - Romano (190M/BOX),19,20,12.5,Wood
A66001,DISC - Black/Gold - Juliet (60M/BOX),34,45,22.3,Wood
A66002,DISC - Black/Silver - Juliet (60M/BOX),34,45,22.3,Wood
A66003,DISC - Black - Juliet (45M/BOX),34,45,22.3,Wood
A66004,DISC - White - Juliet (45M/BOX),34,45,22.3,Wood
A66005,DISC Lime Wash - Juliet (60M/BOX),34,45,22.3,Wood
A660RAW,Raw - Juliet (60M/BOX),34,45,18.35,Wood
A66107,Black - Pacific (100M/BOX),7,15,7.25,Wood
A66108,White - Pacific (100M/BOX),7,15,7.25,Wood
A66109,Gold - Pacific (100M/BOX),7,15,7.25,Wood
A66110,Silver - Pacific (400M/BOX),7,15,7.25,Wood
A66601,DISC - Teak - Chateau (130M/BOX),20,31,16.45,Wood
A66603,DISC Chocolate - Chateau (130M/BOX),20,31,8.9,Wood
A66801,Light Walnut - Provincial (95M/BOX),20,43,15.95,Wood
A66803,Chocolate - Provincial (95M/BOX),20,43,15.95,Wood
A66901,Light Walnut - Provincial (30M/BOX),21,90,29.95,Wood
A66903,Chocolate - Provincial (30M/BOX),21,90,29.95,Wood
A68401,Matte Black - Madisson (50M/BOX),35,41,18.95,Wood
A68402,Matte White - Madisson (50M/BOX),35,41,18.95,Wood
A68407,DISC Silver Crosshatch - Madisson (50M/BOX),35,41,19.85,Wood
A68701,Gold Ornate - Aria (150M/BOX),21,20,13.95,Wood
A68702,Silver Ornate  - Aria (150M/BOX),21,20,13.95,Wood
A68703,Black Ornate - Aria (150M/BOX),21,20,13.95,Wood
A69401,Black/Gold - Studio (145M/BOX),23,37,12.95,Wood
A69402,Black/Silver - Studio (145M/BOX),23,37,12.95,Wood
A69501,Black/Gold - Studio (100M/BOX),23,48,17.5,Wood
A69502,Black/Silver - Studio (100M/BOX),23,48,17.5,Wood
A69601,DISC Black/Gold - Studio (55M/BOX),30,65,22.3,Wood
A69602,DISC Black/Silver - Studio (55M/BOX),30,65,22.3,Wood
A69901,DISC Black/Gold - Alto (70M/BOX),26,54,16.4,Wood
A69902,DISC - Black/Silver - Alto (70M/BOX),26,54,21,Wood
A70201,DISC - Black/Gold - Circa (55M/BOX),30,40,20.05,Wood
A70202,DISC - Black/Silver - Circa (55M/BOX),30,40,20.05,Wood
A70301,DISC - Black/Gold - Circa (40M/BOX),27,67,28.15,Wood
A70302,DISC Black/Silver - Circa (40M/BOX),27,67,23.9,Wood
A70501,Gold - Circa (100M/BOX),6,13,7.25,Wood
A70502,Silver - Circa (100M/BOX),6,13,7.25,Wood
A70601,Black/Gold - Alto (95M/BOX),32,27,15.85,Wood
A70602,Black/Silver - Alto (95M/BOX),32,27,15.85,Wood
A70701,Black/Gold - Aurora (50M/BOX),33,31,20.95,Wood
A70702,Black/Silver - Aurora (50M/BOX),33,31,20.95,Wood
A70901,Gold - Siena (110M/BOX),23,26,15.85,Wood
A70902,DISC Silver - Siena (110M/BOX),23,26,9.95,Wood
A71002,Silver - Corporate (110M/BOX),20,25,13.75,Wood
A71102,Silver - Corporate (88M/BOX),29,28,15.85,Wood
A71103,Matte Black - Corporate (88M/BOX),29,28,14.95,Wood
A71202,Silver - Corporate (50M/BOX),26,40,16.95,Wood
A71302,Silver - Corporate (30M/BOX),32,62,25.4,Wood
A71402,Silver - Corporate (40M/BOX),28,60,25.4,Wood
A72004,DISC Mocha - Faux Ramin (110M/BOX),18,41,9.85,Wood
A72009,DISC - Charcoal - Faux Ramin (110M/BOX),18,41,11.6,Wood
A72101,Gold - Artisan (65M/BOX),25,41,23.95,Wood
A72102,Silver - Artisan (65M/BOX),25,41,23.95,Wood
A72201,Gold - Artisan (25M/BOX),41,70,47.95,Wood
A72202,Silver - Artisan (25M/BOX),41,70,47.95,Wood
A72401,DISC Gold - Artisan (45M/BOX),29,57,24.65,Wood
A72402,DISC Silver - Artisan (45M/BOX),29,57,27.4,Wood
A72503,Black - Linea (40M/BOX),77,26,29.95,Wood
A72505,White - Linea  (40 MTRS/BOX),77,26,29.95,Wood
A72701,Gold - Divine (65M/BOX),22,41,15.95,Wood
A72702,Silver - Divine (65M/BOX),22,41,15.95,Wood
A72801,Gold Embossed - Royale (87M/BOX),26,44,16.95,Wood
A72802,Silver Embossed - Royale (45M/BOX),26,44,16.95,Wood
A73001,Black - Astin (100M/BOX),28,20,11.5,Wood
A73101,DISC Black - Ikon (95M/BOX),42,14,9.95,Wood
A73201,Black - Ikon (100M/BOX),68,20,19.95,Wood
A73604,Mocha - Faux Ramin (110M/BOX),20,20,7.95,Wood
A73609,DISC - DISC - Charcoal - Faux Ramin (110M/BOX),20,20,7.95,Wood
A73704,DISC - Mocha - Faux Ramin (130M/BOX),19,30,9.95,Wood
A73709,Charcoal - Faux Ramin (130M/BOX),19,30,9.95,Wood
A75401,Matte Black - Martini (200M/BOX),15,15,6.95,Wood
A75501,DISC Matte Black - Martini (180M/BOX),20,27,7.9,Wood
A75601,DISC Matte Black - Martini (95M/BOX),20,50,15.7,Wood
A76004,DISC Mocha - Faux Ramin (65M/BOX),20,60,10.45,Wood
A76009,DISC - Charcoal - Faux Ramin (65M/BOX),20,60,17.45,Wood
A76104,DISC Mocha - Faux Ramin (131M/BOX),40,20,8.35,Wood
A76109,Charcoal - Faux Ramin (131M/BOX),40,20,13.95,Wood
A76901,Black - Aspen (60M/BOX),30,36,15.95,Wood
A76903,DISC Mocha - Aspen (60M/BOX),30,36,12.65,Wood
A77801,Teak - Asgard (110M/BOX),20,42,15.95,Wood
A77802,Dark Walnut - Asgard (110M/BOX),20,42,15.95,Wood
A77901,DISC Teak - Asgard (65M/BOX),20,66,24.3,Wood
A77902,DISC Dark Walnut - Asgard (65M/BOX),20,66,20.6,Wood
A79601,Black - Axis (200M/BOX),16,16,8.95,Wood
A79602,White - Axis (176M/Box),16,16,8.95,Wood
A79604,Gold - Axis (200M/BOX),16,16,8.95,Wood
A79605,Silver - Axis (200M/BOX),16,16,8.95,Wood
A80101,Silver - Metropole (110M/BOX),20,20,6.95,Wood
A80102,Silver Crosshatch - Metropole (110M/BOX),20,20,6.95,Wood
A80103,DISC - Champagne - Metropole (110M/BOX),20,20,5.85,Wood
A80201,DISC - Silver - Metropole (131M/BOX),20,30,7.05,Wood
A80202,DISC - Silver Crosshatch - Metropole (131M/BOX),20,30,7.05,Wood
A80301,DISC - Silver - Metropole (65M/BOX),20,40,9.4,Wood
A80302,DISC - Silver Crosshatch - Metropole (98M/BOX),20,40,9.4,Wood
A80401,DISC - Black - Metropole (110M/BOX),15,20,6.55,Wood
A80402,DISC - Mocha - Metropole (110M/BOX),15,20,6.55,Wood
A80403,DISC - Mahogany - Metropole (110M/BOX),15,20,6.55,Wood
A80404,DISC - Teak - Metropole (110M/BOX),15,20,6.55,Wood
A80405,DISC - White - Metropole (110M/BOX),15,20,6.55,Wood
A80501,DISC - Black - Metropole (120M/BOX),15,30,8.4,Wood
A80502,DISC - Mocha - Metropole (120M/BOX),15,30,8.4,Wood
A80503,DISC - Mahogany - Metropole (120M/BOX),15,30,8.4,Wood
A80504,DISC - Teak - Metropole (120M/BOX),15,30,8.4,Wood
A80505,DISC - White - Metropole (170M/BOX),15,30,8.4,Wood
A80601,DISC - Black - Metropole (80M/BOX),15,40,10.55,Wood
A80602,DISC - Mocha - Metropole (80M/BOX),15,40,10.55,Wood
A80603,DISC - Mahogany - Metropole (80M/BOX),15,40,10.55,Wood
A80604,DISC Teak - Metropole (80M/BOX),15,40,6.45,Wood
A80605,DISC - White - Metropole (80M/BOX),15,40,10.55,Wood
A80701,DISC - Black - Metropole (170M/BOX),30,20,9.9,Wood
A80702,DISC - Mocha - Metropole (170M/BOX),30,20,9.9,Wood
A80703,DISC Mahogany - Metropole (170M/BOX),30,20,7.05,Wood
A80705,DISC - White - Metropole (170M/BOX),30,20,9.9,Wood
A80901,DISC Walnut - Hawthorne (78M/BOX),17,42,6.55,Wood
A81001,Black/Silver - Sterling (180M/BOX),30,20,11.15,Wood
A81002,DISC White/Silver - Sterling (180M/BOX),30,20,6.65,Wood
A81101,Black/Silver - Sterling (130M/BOX),19,29,8.85,Wood
A81102,White/Silver - Sterling (150M/BOX),19,29,8.85,Wood
A81201,Black/Gold - Amaretto (42M/BOX),47,33,23.95,Wood
A81202,Black/Silver - Amaretto (42M/BOX),47,33,23.95,Wood
A81203,Mahogany/Gold - Amaretto (42M/BOX),47,33,23.6,Wood
A81301,Light Walnut - Chatsworth (100M/BOX),20,42,13.5,Wood
A81901,Black/Gold - Juliet (35M/BOX),56,45,26.95,Wood
A81902,Black/Silver - Juliet (35M/BOX),56,45,26.95,Wood
A81903,Black - Juliet (35M/BOX),56,45,26.95,Wood
A81904,White - Juliet (35M/BOX),56,45,26.95,Wood
A81905,Full Gold - Juliet (35M/BOX),56,45,28.5,Wood
A81906,Full Silver - Juliet (35M/BOX),56,45,28.5,Wood
A82001,Light Brown - Pioneer (85M/BOX),20,30,10.4,Wood
A82002,Mahogany - Pioneer (85M/BOX),20,30,10.4,Wood
A82003,Mocha - Pioneer (85M/BOX),20,30,10.4,Wood
A82101,Light Brown - Pioneer (75M/BOX),20,42,12.15,Wood
A82102,Mahogany - Pioneer (75M/BOX),20,42,12.15,Wood
A82103,Mocha - Pioneer (75M/BOX),20,42,12.15,Wood
A82201,Light Brown - Pioneer (55M/BOX),20,62,18.25,Wood
A82202,Mahogany - Pioneer (55M/BOX),20,62,18.25,Wood
A82203,Mocha - Pioneer (55M/BOX),20,62,18.25,Wood
A82401,DISC - Black/Silver - Sterling (110M/BOX),20,20,7.65,Wood
A82402,White/Silver - Sterling (110M/BOX),20,20,7.65,Wood
A82501,DISC - Black/Silver - Sterling (90M/BOX),28,35,18.3,Wood
A82502,DISC White/Silver - Sterling (90M/BOX),28,35,13.05,Wood
A82701,Black/Gold - Di Santo (65M/BOX),35,39,23.7,Wood
A82702,Black/Silver - Di Santo (65M/BOX),35,39,23.7,Wood
A83001,Gold - Loretta (115M/BOX),21,28,13.75,Wood
A83002,Silver - Loretta (115M/BOX),21,28,13.75,Wood
A83003,Pewter - Loretta (115M/BOX),21,28,13.75,Wood
A83101,Gold - Loretta (80M/BOX),22,45,18.7,Wood
A83102,Silver - Loretta (80M/BOX),22,45,18.7,Wood
A83103,Pewter - Loretta (80M/BOX),22,45,18.7,Wood
A83401,Gold - Floret (100M/BOX),34,23,13.75,Wood
A83402,Silver - Floret (100M/BOX),34,23,13.75,Wood
A83403,Pewter - Floret (100M/BOX),34,23,13.75,Wood
A83501,DISC Gold - Floret (70M/BOX),24,45,18.2,Wood
A83502,DISC Silver - Floret (70M/BOX),24,45,17.15,Wood
A83503,DISC Pewter - Floret (70M/BOX),24,45,17.15,Wood
A83904,DISC Silver - Adeline (174M/BOX),17,25,13.35,Wood
A84004,Silver - Adeline (78M/BOX),21,46,23.35,Wood
A84104,DISC Silver - Adeline (46M/BOX),24,68,22.8,Wood
A84301,Gold - Chantilly (145M/BOX),24,20,13.95,Wood
A84302,Silver - Chantilly (145M/BOX),24,20,13.95,Wood
A84303,Black - Chantilly (145M/BOX),24,20,13.95,Wood
A84304,White - Chantilly (145M/BOX),24,20,13.95,Wood
A84401,Gold - Rochelle (105M/BOX),25,25,16.45,Wood
A84402,Silver - Rochelle (105M/BOX),25,25,16.45,Wood
A84403,Black - Rochelle (105M/BOX),25,25,16.45,Wood
