ITEM,DESC,WIDTH,UM,UPC,LISTPRICE,CHOPPRICE,JOINPRICE,CLASS,BOXQTY,BOXPRICE,ISFILLET,ISCUTMAT,ISMATBOARD
A4929,ARTIQUE WISTERIA 32X40,0,EA,720472329644,12.78,0,0,Matboard,0,0,N,Y,Y
A4930,ARTIQUE OLIVE GREY 32X40,0,EA,720472329651,12.78,0,0,Matboard,0,0,N,Y,Y
A4931,ARTIQUE LAVENDER 32X40,0,EA,720472329668,12.78,0,0,Matboard,0,0,N,Y,Y
A4933,ARTIQUE AQUAMIST 32X40,0,EA,720472329682,12.78,0,0,Matboard,0,0,N,Y,Y
A4934,ARTIQUE CHESTNUT 32X40,0,EA,720472329699,12.78,0,0,Matboard,0,0,N,Y,Y
A4935,ARTIQUE MUSHROOM 32X40,0,EA,720472329705,12.78,0,0,Matboard,0,0,N,Y,Y
A4937,ARTIQUE THATCH 32X40,0,EA,720472329729,12.78,0,0,Matboard,0,0,N,Y,Y
A4938,ARTIQUE SEA 32X40,0,EA,720472329736,12.78,0,0,Matboard,0,0,N,Y,Y
A4940,ARTIQUE MISTY JADE 32X40,0,EA,720472329750,12.78,0,0,Matboard,0,0,N,Y,Y
A4941,ARTIQUE WEDGEWOOD 32X40,0,EA,720472329767,12.78,0,0,Matboard,0,0,N,Y,Y
A4942,ARTIQUE SKY 32X40,0,EA,720472329774,12.78,0,0,Matboard,0,0,N,Y,Y
A4943,ARTIQUE VICTORIA 32X40,0,EA,720472329781,12.78,0,0,Matboard,0,0,N,Y,Y
A4944,ARTIQUE SEAWALL 32X40,0,EA,720472329798,12.78,0,0,Matboard,0,0,N,Y,Y
A4945,ARTIQUE FERN 32X40,0,EA,720472329804,12.78,0,0,Matboard,0,0,N,Y,Y
A4946,ARTIQUE PINEWOOD 32X40,0,EA,720472329811,12.78,0,0,Matboard,0,0,N,Y,Y
A4947,ARTIQUE LILAC 32X40,0,EA,720472329828,12.78,0,0,Matboard,0,0,N,Y,Y
A4950,ARTIQUE AMBER 32X40,0,EA,720472329859,12.78,0,0,Matboard,0,0,N,Y,Y
A4952,ARTIQUE WALNUT 32X40,0,EA,720472329873,12.78,0,0,Matboard,0,0,N,Y,Y
A4953,ARTIQUE DUSKY PINK 32X40,0,EA,720472329880,12.78,0,0,Matboard,0,0,N,Y,Y
A4954,ARTIQUE POWDER 32X40,0,EA,720472329897,12.78,0,0,Matboard,0,0,N,Y,Y
A4955,ARTIQUE AUBERGINE 32X40,0,EA,720472329903,12.78,0,0,Matboard,0,0,N,Y,Y
A4957,ARTIQUE EMPIRE TURK 32X40,0,EA,720472329927,12.78,0,0,Matboard,0,0,N,Y,Y
A4959,ARTIQUE SPRUCE 32X40,0,EA,720472329941,12.78,0,0,Matboard,0,0,N,Y,Y
A4960,ARTIQUE PEWTER 32X40,0,EA,720472329958,12.78,0,0,Matboard,0,0,N,Y,Y
A4961,ARTIQUE CRYSTAL 32X40,0,EA,720472335584,12.78,0,0,Matboard,0,0,N,Y,Y
A4962,ARTIQUE BAY LEAF 32X40,0,EA,720472335591,12.78,0,0,Matboard,0,0,N,Y,Y
A4963,ARTIQUE COCOA 32X40,0,EA,720472335607,12.22,0,0,Matboard,0,0,N,Y,Y
A4964,ARTIQUE VEIL 32X40,0,EA,720472335614,12.78,0,0,Matboard,0,0,N,Y,Y
A4965,ARTIQUE LEATHER 32X40,0,EA,720472335621,12.78,0,0,Matboard,0,0,N,Y,Y
A4966,ARTIQUE MUSLIN 32X40,0,EA,720472335638,12.78,0,0,Matboard,0,0,N,Y,Y
A4967,ARTIQUE MIDNIGHT BLUE 32X40,0,EA,720472335645,12.78,0,0,Matboard,0,0,N,Y,Y
A4968,ARTIQUE ONYX 32X40,0,EA,720472335652,12.78,0,0,Matboard,0,0,N,Y,Y
A4969,ARTIQUE NIGHT 32X40,0,EA,720472335669,12.78,0,0,Matboard,0,0,N,Y,Y
A4970,ARTIQUE HEMLOCK 32X40,0,EA,720472335737,12.78,0,0,Matboard,0,0,N,Y,Y
A4971,ARTIQUE CATTAIL 32X40,0,EA,720472335744,12.78,0,0,Matboard,0,0,N,Y,Y
A4972,ARTIQUE RAINIER 32X40,0,EA,720472335751,12.78,0,0,Matboard,0,0,N,Y,Y
A4973,ARTIQUE DRIZZLE 32X40,0,EA,720472335768,12.78,0,0,Matboard,0,0,N,Y,Y
A4974,ARTIQUE MIST 32X40,0,EA,720472335775,12.78,0,0,Matboard,0,0,N,Y,Y
A4975,ARTIQUE LICHEN 32X40,0,EA,720472335782,12.78,0,0,Matboard,0,0,N,Y,Y
A4976,ARTIQUE COAST 32X40,0,EA,720472335799,12.78,0,0,Matboard,0,0,N,Y,Y
A4977,ARTIQUE DIGITAL WHITE 32X40,0,EA,720472335805,12.78,0,0,Matboard,0,0,N,Y,Y
A4979,ARTIQUE HENNA (RIPPLE) 32X40,0,EA,720472335843,14.76,0,0,Matboard,0,0,N,Y,Y
A4980,ARTIQUE LENTIL (RIPPLE) 32X40,0,EA,720472335850,14.76,0,0,Matboard,0,0,N,Y,Y
A4981,ARTIQUE CAMEL (RIPPLE) 32X40,0,EA,720472335867,14.76,0,0,Matboard,0,0,N,Y,Y
A4982,ARTIQUE FOG (RIPPLE) 32X40,0,EA,720472335874,14.76,0,0,Matboard,0,0,N,Y,Y
A4983,ARTIQUE CUMIN (RIPPLE) 32X40,0,EA,720472335881,14.76,0,0,Matboard,0,0,N,Y,Y
A4984,ARTIQUE BERBER (RIPPLE) 32X40,0,EA,720472335898,14.76,0,0,Matboard,0,0,N,Y,Y
A4985,ARTIQUE MINT TEA 32X40,0,EA,720472335904,12.78,0,0,Matboard,0,0,N,Y,Y
A4986,ARTIQUE INDIGO 32X40,0,EA,720472335911,12.78,0,0,Matboard,0,0,N,Y,Y
A4988,ARTIQUE KILIM RED 32X40,0,EA,720472335935,12.78,0,0,Matboard,0,0,N,Y,Y
A4989,ARTIQUE DATE 32X40,0,EA,720472335942,12.78,0,0,Matboard,0,0,N,Y,Y
A4990,ARTIQUE SAGE 32X40,0,EA,720472335959,12.78,0,0,Matboard,0,0,N,Y,Y
A6100,ARTQ RAG WINTER WHITE 4060 4PL,0,EA,720472337496,41.61,0,0,Matboard,0,0,N,Y,Y
A6200,ARTQ RAG WINTER WHITE 3240 4PL,0,EA,720472337380,22.71,0,0,Matboard,0,0,N,Y,Y
A6201,ARTQ RAG DOWN 3240 4PLY,0,EA,720472337397,22.71,0,0,Matboard,0,0,N,Y,Y
A6202,ARTQ RAG WHITEWASH 3240 4PLY,0,EA,720472337489,22.71,0,0,Matboard,0,0,N,Y,Y
A6203,ARTQ RAG SWEET CREAM 3240 4PLY,0,EA,720472337465,24.01,0,0,Matboard,0,0,N,Y,Y
A6204,ARTQ RAG NIGHTFALL 3240 4 PLY,0,EA,720472337373,22.69,0,0,Matboard,0,0,N,Y,Y
A6205,ARTQ RAG OATMEAL 3240 4PLY,0,EA,720472337441,24.02,0,0,Matboard,0,0,N,Y,Y
A6206,ARTQ RAG BAVARIAN CRM 3240 4PL,0,EA,720472337403,24.02,0,0,Matboard,0,0,N,Y,Y
A6207,ARTQ RAG BUTTER PECAN 3240 4PL,0,EA,720472337472,22.69,0,0,Matboard,0,0,N,Y,Y
A6208,ARTQ RAG SEASHELL 3240 4PLY,0,EA,720472337434,24.03,0,0,Matboard,0,0,N,Y,Y
A6209,ARTQ RAG BISQUE 3240 4PLY,0,EA,720472337410,24.02,0,0,Matboard,0,0,N,Y,Y
A6210,ARTQ RAG FRAPPE 3240 4PLY,0,EA,720472337458,24.02,0,0,Matboard,0,0,N,Y,Y
A6211,ARTQ RAG MARBLE 3240 4PLY,0,EA,720472337427,24.02,0,0,Matboard,0,0,N,Y,Y
A6400,ARTQ RAG WINTER WHITE 4872 4PL,0,EA,720472337533,74.1,0,0,Matboard,0,0,N,N,Y
A6500,ARTQ RAG WINTER WHITE 4896 4PL,0,EA,720472337557,120.13,0,0,Matboard,0,0,N,N,Y
A783RAW,"A783RAW CA-MAPLE CAP 1/2"" W",0.5,FT,NULL,2.62,0,0,Frame Moulding,450,2.62,N,N,N
A784RAW,"A784RAW CD-MAPLE CAP 1/2"" W",0.5,FT,NULL,2.94,0,0,Frame Moulding,500,2.94,N,N,N
A785RAW,"A785RAW CB-MAPLE CAP 3/4"" W",0.75,FT,NULL,3.49,0,0,Frame Moulding,270,3.49,N,N,N
A786RAW,"A786RAW CD2-MAPLE CAP 1/2"" W",0.5,FT,NULL,3.4,0,0,Frame Moulding,350,3.4,N,N,N
A787RAW,"A787RAW CB2-MAPLE CAP 3/4"" W",0.75,FT,NULL,3.38,0,0,Frame Moulding,193,3.38,N,N,N
A789RAW,"A789RAW CB DEEP-HMA CAP 3/4"" W",0.75,FT,NULL,4.47,0,0,Frame Moulding,160,4.47,N,N,N
A798RAW,"A798RAW CF-MAPLE CAP 5/8"" W",0.625,FT,NULL,2.81,0,0,Frame Moulding,340,2.81,N,N,N
A84101,WHITE 40X60 8PLY,0,EA,720472336123,65.72,0,0,Matboard,0,0,N,Y,Y
A84118,CHESTNUT 40X60 8PLY,0,EA,720472336208,75.5,0,0,Matboard,0,0,N,Y,Y
A84120,THATCH 40X60 8PLY,0,EA,720472336154,65.72,0,0,Matboard,0,0,N,Y,Y
A84127,RAVEN 40X60 8PLY,0,EA,720472336215,75.5,0,0,Matboard,0,0,N,Y,Y
A84141,NIGHT 40X60 8PLY,0,EA,720472336185,75.5,0,0,Matboard,0,0,N,Y,Y
A84143,DOVER WHITE 40X60 8PLY,0,EA,720472336130,65.72,0,0,Matboard,0,0,N,Y,Y
A84144,OYSTER 40X60 8PLY,0,EA,720472336147,65.72,0,0,Matboard,0,0,N,Y,Y
A84147,DIGITAL WHITE 40X60 8PLY,0,EA,720472336116,65.72,0,0,Matboard,0,0,N,Y,Y
A84149,GRAPHITE 40X60 8PLY,0,EA,720472336192,75.5,0,0,Matboard,0,0,N,Y,Y
A84153,BIRCH 40X60 8PLY,0,EA,720472336161,65.72,0,0,Matboard,0,0,N,Y,Y
A84154,COTSWOLD GREY 40X60 8PLY,0,EA,720472336178,65.72,0,0,Matboard,0,0,N,Y,Y
A84802,OYSTER 32X40 8PLY,0,EA,720472336031,32.13,0,0,Matboard,0,0,N,Y,Y
A84833,GRAPHITE 32X40 8PLY,0,EA,720472336086,40.71,0,0,Matboard,0,0,N,Y,Y
A84837,BIRCH 32X40 8PLY,0,EA,720472336055,32.13,0,0,Matboard,0,0,N,Y,Y
A84858,RAVEN 32X40 8PLY,0,EA,720472336109,40.71,0,0,Matboard,0,0,N,Y,Y
A84860,COTSWOLD GREY 32X40 8PLY,0,EA,720472336062,32.13,0,0,Matboard,0,0,N,Y,Y
A84865,DOVER WHITE 32X40 8PLY,0,EA,720472336024,32.13,0,0,Matboard,0,0,N,Y,Y
A84901,WHITE 32X40 8PLY,0,EA,720472336017,32.13,0,0,Matboard,0,0,N,Y,Y
A84934,CHESTNUT 32X40 8PLY,0,EA,720472336093,40.71,0,0,Matboard,0,0,N,Y,Y
A84937,THATCH 32X40 8PLY,0,EA,720472336048,32.13,0,0,Matboard,0,0,N,Y,Y
A84969,NIGHT 32X40 8PLY,0,EA,720472336079,40.71,0,0,Matboard,0,0,N,Y,Y
A84977,DIGITAL WHITE 32X40 8PLY,0,EA,720472336000,32.13,0,0,Matboard,0,0,N,Y,Y
A86100,ARTQ RAG WINTER WHITE 4060 8PL,0,EA,720472337540,99.85,0,0,Matboard,0,0,N,Y,Y
A86200,ARTQ RAG WINTER WHITE 3240 8PL,0,EA,720472337502,51.1,0,0,Matboard,0,0,N,Y,Y
A86201,ARTQ RAG DOWN 3240 8PLY,0,EA,720472337519,51.12,0,0,Matboard,0,0,N,Y,Y
ABF3240.FC,BAIN 1/8 32x40 BLACK ON BLACK,0,EA,NULL,5.04,0,0,Glazing & Foam,0,127.14,N,N,Y
AC32,3/16 32X40 ARTCARE FMB,0,EA,720472325714,14.13,0,0,Foamboard,0,157.07,N,Y,Y
AC3218,1/8 32x40 ARTCARE FMB,0,EA,720472325721,14.39,0,0,Foamboard,0,159.96,N,Y,Y
AC40,3/16 40X60 ARTCARE FMB,0,EA,720472326209,24.46,0,0,Foamboard,0,312.03,N,Y,Y
AC4018,1/8  40X60 ARTCARE FMB,0,EA,NULL,24.46,0,0,Foamboard,0,312.03,N,Y,Y
AC48,3/16 48X96 ARTCARE FMB,0,EA,NULL,40,0,0,Foamboard,0,562.34,N,Y,Y
ACC3240, CONS. CLEAR 32X40,0,EA,NULL,252.78,0,0,Glazing & Foam,0,0,N,N,N
ACC4060,acrylic -CONS   CLEAR 40X60,0,EA,NULL,321.8,0,0,Glazing & Foam,0,0,N,N,N
ACC6080," CONS. CLEAR ACRYLIC 60""X 80""",0,EA,NULL,373.6,0,0,Glazing & Foam,0,0,N,N,N
ACRC3240, CONS. REFL CONT 32X40,0,EA,NULL,283.26,0,0,Glazing & Foam,0,0,N,N,N
ACRC4060, CONS. REFL CONT 40X60,0,EA,NULL,358.85,0,0,Glazing & Foam,0,0,N,N,N
APC3240,ACRYLIC CLEAR 32X40,0,EA,NULL,128.85,0,0,Glazing & Foam,0,0,N,N,N
APC4060, CLEAR 40X60,0,EA,NULL,164.02,0,0,Glazing & Foam,0,0,N,N,N
AQ2200,ARQ PROD EBONY 32X40 (PK=25),0,PK,NULL,128.52,0,0,Matboard,0,0,N,Y,Y
AQ2201,ARQ PROD DOVE 32X40 (PK=25),0,PK,NULL,127.99,0,0,Matboard,0,0,N,Y,Y
AQ2202,ARQ PROD MILK 32X40 (PK=25),0,PK,NULL,128.41,0,0,Matboard,0,0,N,Y,Y
AQ2203,ARQ PROD PEARL 32X40 (PK=25),0,PK,NULL,128.49,0,0,Matboard,0,0,N,Y,Y
AQ2204,ARQ PROD BONE 32X40 (PK=25),0,PK,NULL,128.27,0,0,Matboard,0,0,N,Y,Y
AQ2207,ARQ PROD LATTE 32X40 (PK=25),0,PK,NULL,128.35,0,0,Matboard,0,0,N,Y,Y
AQ2209,ARQ PROD GARDENIA 32X40 PK=25,0,PK,NULL,147.93,0,0,Matboard,0,0,N,Y,Y
AQ2210,ARQ PROD HAZELNUT 32X40 PK=25,0,PK,NULL,148.05,0,0,Matboard,0,0,N,Y,Y
AQ2212,ARQ PROD QUARRY 32X40 (PK=25),0,PK,NULL,128.56,0,0,Matboard,0,0,N,Y,Y
AQ2213,ARQ PROD STEM 32X40 (PK=25),0,PK,NULL,98.36,0,0,Matboard,0,0,N,Y,Y
AQ2214,ARQ PROD WAVE 32X40 (PK=25),0,PK,NULL,131.53,0,0,Matboard,0,0,N,Y,Y
AQ2216,ARQ PROD DAFFODIL 32X40 PK=25,0,PK,NULL,98.51,0,0,Matboard,0,0,N,Y,Y
AQ2217,ARQ PROD CLEMENTINE 32X40 PK25,0,PK,NULL,147.73,0,0,Matboard,0,0,N,Y,Y
AQ2219,ARQ PROD ESPRESSO 32X40 PK=25,0,PK,NULL,148.19,0,0,Matboard,0,0,N,Y,Y
AQ29200,ARQ PROD EBONY 40X60 (PK=20),0,PK,NULL,273.19,0,0,Matboard,0,0,N,Y,Y
AQ29201,ARQ PROD DOVE 40X60 (PK=20),0,PK,NULL,284.43,0,0,Matboard,0,0,N,Y,Y
AQ29203,ARQ PROD PEARL 40X60 (PK=20),0,PK,NULL,278.55,0,0,Matboard,0,0,N,Y,Y
AQ5001,ARQ WC 5pk BLIZZARD 32X40,0,PK,NULL,38.73,0,0,Matboard,0,0,N,Y,Y
AQ5007,ARQ WC 5pk MOCHA 32X40,0,PK,NULL,38.73,0,0,Matboard,0,0,N,Y,Y
AQ5011,ARQ WC 5pk BLACK 32X40,0,PK,NULL,38.73,0,0,Matboard,0,0,N,Y,Y
AQ5065,ARQ WC 5PK HAYSEED 32X40,0,PK,NULL,38.73,0,0,Matboard,0,0,N,N,Y
AQ5145,ARQ WC 5pk ALABASTER 32X40,0,PK,NULL,38.73,0,0,Matboard,0,0,N,N,Y
AQ5151,ARQ WC 5pk BEAUJOLAIS 32X40,0,PK,NULL,38.73,0,0,Matboard,0,0,N,Y,Y
AQ5173,ARQ WC 5pk KENDAL GREEN 32X40,0,PK,NULL,38.73,0,0,Matboard,0,0,N,Y,Y
AQ5213,ARQ WC 5pk CREAM 32X40,0,PK,NULL,38.73,0,0,Matboard,0,0,N,N,Y
AQ5246,ARQ WC 5pk GOLD 32X40,0,PK,NULL,38.73,0,0,Matboard,0,0,N,N,Y
AQ5627,ARQ WC 5pk MINUET 32X40,0,PK,NULL,38.73,0,0,Matboard,0,0,N,Y,Y
AQ5632,ARQ WC 5pk PALE GREY 32X40,0,PK,NULL,38.73,0,0,Matboard,0,0,N,Y,Y
AQ5640,ARQ WC 5pk IMPERIAL BLUE 32X40,0,PK,NULL,38.73,0,0,Matboard,0,0,N,Y,Y
AQ5661,ARQ WC 5pk AVILLON WHT 32X40,0,PK,NULL,38.73,0,0,Matboard,0,0,N,N,Y
AQ5686,ARQ WC 5pk OCEAN BLUE 32X40,0,PK,NULL,38.73,0,0,Matboard,0,0,N,Y,Y
AQ5698,ARQ WC 5pk GLACIER 32X40,0,PK,NULL,38.73,0,0,Matboard,0,0,N,N,Y
AQ5699,ARQ WC 5pk FOOTBALL RED 32X40,0,PK,NULL,38.73,0,0,Matboard,0,0,N,Y,Y
AQ5701,ARQ WC 5pk PICKET FENCE 32X40,0,PK,NULL,38.73,0,0,Matboard,0,0,N,N,Y
AQ5751,ARQ WC 5pk BLANC 32X40,0,PK,NULL,38.73,0,0,Matboard,0,0,N,Y,Y
AQ59627,ARQ WC 5pk MINUET 40X60,0,PK,NULL,85.98,0,0,Matboard,0,0,N,Y,Y
AQ5968,ARQ WC 5pk VINYL 32X40,0,PK,NULL,38.73,0,0,Matboard,0,0,N,N,Y
AQ5977,ARQ WC 5pk WINTER WHITE 32X40,0,PK,NULL,38.73,0,0,Matboard,0,0,N,Y,Y
AQW2101,ARQ PROD DOVE WC 32X40 (PK=25),0,PK,NULL,156.79,0,0,Matboard,0,0,N,Y,Y
AQW2200,ARQ PROD EBONY WC 32X40 PK=25,0,PK,NULL,151.47,0,0,Matboard,0,0,N,Y,Y
ARC3240, REFL CONTROL 32X40,0,EA,NULL,202.01,0,0,Glazing & Foam,0,0,N,N,N
ARC4060, REFL CONTROL 40X60,0,EA,NULL,259.81,0,0,Glazing & Foam,0,0,N,N,N
B108506,BAIN CHOCOLATE SWIRL 32 X 40,0,EA,702946132370,32.67,0,0,Matboard,0,0,N,Y,Y
B4008,RICE PAPER GOLD DUST 32x40,0,EA,702946087632,62.75,0,0,Matboard,0,0,N,Y,Y
B4013,CANDLELIGHT SILVER 32X40,0,EA,702946105299,63.69,0,0,Matboard,0,0,N,Y,Y
B4020,LINEN RAPHAEL CLOUD 32X40,0,EA,702946062141,76.36,0,0,Matboard,0,0,N,Y,Y
B4021,LINEN MONET LILY 32X40,0,EA,702946062134,74.01,0,0,Matboard,0,0,N,Y,Y
B4022,LINEN SEURAT SAND 32X40,0,EA,702946062127,73.88,0,0,Matboard,0,0,N,Y,Y
B4023,LINEN REMBRANDT SHADOW 32X40,0,EA,702946062110,73.82,0,0,Matboard,0,0,N,Y,Y
B4024,LINEN VERMEER BLACK 32X40,0,EA,702946062103,74.26,0,0,Matboard,0,0,N,Y,Y
B4025,LINEN TITAN GOLD 32X40,0,EA,702946062097,73.93,0,0,Matboard,0,0,N,Y,Y
B4027,LINEN GAUGUIN GREEN 32X40,0,EA,702946062158,74.22,0,0,Matboard,0,0,N,Y,Y
B4075C,Bain Peatmoss 32x40,0,EA,720472337748,65.41,0,0,Matboard,0,0,N,Y,Y
B4078C,Bain Brick Wall 32x40,0,EA,720472337755,64.51,0,0,Matboard,0,0,N,Y,Y
B4079C,Bain Oatmeal 32x40,0,EA,720472337762,65.41,0,0,Matboard,0,0,N,Y,Y
B4080C,Bain Charred Black 32x40,0,EA,720472337779,65.41,0,0,Matboard,0,0,N,Y,Y
B4091,FABRIC MERINGUE 32X40,0,EA,702946042846,50.04,0,0,Matboard,0,0,N,Y,Y
B4097,FABRIC CAMEL 32X40,0,EA,702946042891,50.02,0,0,Matboard,0,0,N,Y,Y
B4097L,ALPHAMAT CAMEL 40X60,0,EA,702946118541,92.05,0,0,Matboard,0,0,N,Y,Y
B4099,FABRIC NIGHTSHADE 32X40,0,EA,702946042907,47.24,0,0,Matboard,0,0,N,Y,Y
B4099L,ALPHAMAT NIGHTSHADE 40X60,0,EA,702946118640,69.54,0,0,Matboard,0,0,N,Y,Y
B4101,FABRIC NAVY 32X40,0,EA,702946042938,47.61,0,0,Matboard,0,0,N,Y,Y
B4101L,ALPHAMAT NAVY 40X60,0,EA,702946118633,69.54,0,0,Matboard,0,0,N,Y,Y
B4104,FABRIC WHITE 32X40,0,EA,702946042952,47.24,0,0,Matboard,0,0,N,Y,Y
B4104L,ALPHAMAT WHITE 40X60,0,EA,702946118619,69.54,0,0,Matboard,0,0,N,Y,Y
B4111,ALPHAMAT SCARLET 32X40,0,EA,702946118480,47.61,0,0,Matboard,0,0,N,Y,Y
B4112,ALPHAMAT WATCHET BLUE 32X40,0,EA,702946118497,49.63,0,0,Matboard,0,0,N,Y,Y
B4113,ALPHAMAT AUTUMN FROST 32X40,0,EA,702946118503,49.82,0,0,Matboard,0,0,N,Y,Y
B4113L,ALPHAMAT AUTUMN FROST 40X60,0,EA,702946118572,90.9,0,0,Matboard,0,0,N,Y,Y
B4114,ALPHAMAT ENCHANTED PURPLE 32X4,0,EA,702946118510,49.65,0,0,Matboard,0,0,N,Y,Y
B4115,ALPHAMAT FOREST FLOOR 32X40,0,EA,702946118527,47.61,0,0,Matboard,0,0,N,Y,Y
B4115L,ALPHAMAT FOREST FLOOR 40X60,0,EA,702946118596,86.25,0,0,Matboard,0,0,N,Y,Y
B4116,ALPHAMAT COURTYARD 32X40,0,EA,702946118534,37.07,0,0,Matboard,0,0,N,Y,Y
B4117,GRECIAN WHITE 32X40,0,EA,702946122883,50.31,0,0,Matboard,0,0,N,Y,Y
B4119,GRAPPA 32X40,0,EA,702946122913,49.63,0,0,Matboard,0,0,N,Y,Y
B4121,ORANGE ZEST 32X40,0,EA,702946122920,50.14,0,0,Matboard,0,0,N,Y,Y
B4125,ANCIENT STONE 32X40,0,EA,702946122951,49.6,0,0,Matboard,0,0,N,Y,Y
B4126,MAJESTIC BROWN 32X40,0,EA,702946122968,37.07,0,0,Matboard,0,0,N,Y,Y
B4126L,MAJESTIC BROWN 40X60,0,EA,702946123064,69.54,0,0,Matboard,0,0,N,Y,Y
B4127,BRICK OVEN 32X40,0,EA,702946122975,37.07,0,0,Matboard,0,0,N,Y,Y
B4132,32x40 New Threads Bamboo,0,EA,702946149743,49.63,0,0,Matboard,0,0,N,Y,Y
B4135,32x40 New Threads Café au Lait,0,EA,702946149774,49.63,0,0,Matboard,0,0,N,Y,Y
B414,PAPERMAT SEA FOAM 32X40,0,EA,702946000068,11.46,0,0,Matboard,0,0,N,N,N
B4146,SUEDE WILLOW 32X40,0,EA,702946043157,61.39,0,0,Matboard,0,0,N,Y,Y
B4147,SPRUCE 32X40,0,EA,702946043164,61.39,0,0,Matboard,0,0,N,Y,Y
B4149,WINE 32X40,0,EA,702946043188,41.73,0,0,Matboard,0,0,N,Y,Y
B4150,SUEDE - MIDNIGHT 32X40,0,EA,702946043195,41.73,0,0,Matboard,0,0,N,Y,Y
B4150L,SUEDE-MIDNIGHT 40X60,0,EA,702946036050,75.57,0,0,Matboard,0,0,N,Y,Y
B4151,SUEDE SONOMA 32X40,0,EA,702946043201,41.73,0,0,Matboard,0,0,N,Y,Y
B4153,SUEDE JACANA 32X40,0,EA,702946043218,61.39,0,0,Matboard,0,0,N,Y,Y
B4157,SUEDE GREY 32X40,0,EA,702946043256,61.39,0,0,Matboard,0,0,N,Y,Y
B4162,SUEDE ROSEWOOD 32X40,0,EA,702946043287,61.39,0,0,Matboard,0,0,N,Y,Y
B4165,SUEDE COAL 32X40,0,EA,702946043317,41.73,0,0,Matboard,0,0,N,Y,Y
B4165L,SUEDE-COAL 40X60,0,EA,702946036043,75.57,0,0,Matboard,0,0,N,Y,Y
B4169,SUEDE - LAPIS 32X40,0,EA,702946043331,61.39,0,0,Matboard,0,0,N,Y,Y
B4176,32x40 Suede White,0,EA,702946043393,61.18,0,0,Matboard,0,0,N,Y,Y
B4176L,40x60 Suede White,0,EA,702946106340,75.28,0,0,Matboard,0,0,N,Y,Y
B4179,SUEDE-NOEL 32X40,0,EA,702946043423,61.39,0,0,Matboard,0,0,N,Y,Y
B4180,SUEDE-CABERNET 32X40,0,EA,702946043430,61.39,0,0,Matboard,0,0,N,Y,Y
B4180L,SUEDE-CABERNET 40X60,0,EA,702946076377,108.67,0,0,Matboard,0,0,N,Y,Y
B4183,SUEDE-PERSIMMON 32X40,0,EA,702946043478,61.55,0,0,Matboard,0,0,N,Y,Y
B4183L,SUEDE-PERSIMMON 40X60,0,EA,702946106050,108.67,0,0,Matboard,0,0,N,Y,Y
B4197,SUEDE-SHADOW 32X40,0,EA,702946066453,41.73,0,0,Matboard,0,0,N,Y,Y
B4199,BAIN MATB-VERDE SUEDE 32X40,0,EA,702946096733,61.18,0,0,Matboard,0,0,N,Y,Y
B4216,VIVID PURPLE 32X40,0,EA,702946109150,61.39,0,0,Matboard,0,0,N,Y,Y
B4216L,VIVID PURPLE 40X60,0,EA,702946123385,108.67,0,0,Matboard,0,0,N,Y,Y
B4221,SUNDRENCHED 32X40,0,EA,702946122371,61.18,0,0,Matboard,0,0,N,Y,Y
B4223,BLAZE 32X40,0,EA,702946122326,41.73,0,0,Matboard,0,0,N,Y,Y
B4223L,BLAZE 40X60,0,EA,702946122333,75.57,0,0,Matboard,0,0,N,Y,Y
B4228,RASPBERRY FIZZ 32X40,0,EA,702946134572,61.39,0,0,Matboard,0,0,N,Y,Y
B4231,CYBERGREEN 32X40,0,EA,702946134602,61.39,0,0,Matboard,0,0,N,Y,Y
B4232,VIVID TURQUOISE 32X40,0,EA,702946134619,61.39,0,0,Matboard,0,0,N,Y,Y
B4233L,40x60 Suede Balsam,0,EA,702946149705,75.28,0,0,Matboard,0,0,N,Y,Y
B4236,32x40 Suede Blueberry,0,EA,702946149699,60.57,0,0,Matboard,0,0,N,Y,Y
B4236L,40x60 Suede Blueberry,0,EA,702946149712,75.57,0,0,Matboard,0,0,N,Y,Y
B4281,GLZED LINENS OASIS 32X40,0,EA,702946142485,65.61,0,0,Matboard,0,0,N,Y,Y
B4300,CINNABAR 32X40,0,EA,702946134473,63.78,0,0,Matboard,0,0,N,Y,Y
B4301,FABERGE GOLD 32X40,0,EA,702946134480,63.84,0,0,Matboard,0,0,N,Y,Y
B4302,SILVER LEAF 32X40,0,EA,702946134497,63.69,0,0,Matboard,0,0,N,Y,Y
B4303,ARAGON 32X40,0,EA,702946134503,63.82,0,0,Matboard,0,0,N,Y,Y
B4310,BAIN ASTROTURF 32X40,0,EA,702946143024,83.61,0,0,Matboard,0,0,N,Y,Y
B4312,OLDWRLD 32X40 GILDED CREAM,0,EA,702946143451,72.39,0,0,Matboard,0,0,N,Y,Y
B4314,OLDWRLD 32X40 WORN BRASS,0,EA,702946143475,73.99,0,0,Matboard,0,0,N,Y,Y
B4315,OLDWRLD 32X40 TRAVERTINE,0,EA,702946143482,72.39,0,0,Matboard,0,0,N,Y,Y
B4316,OLDWRLD 32X40 GREY SLATE,0,EA,702946143499,72.82,0,0,Matboard,0,0,N,Y,Y
B4340,SMOKEHOUSE  32 X 40    NEW,0,EA,93924197765,50.89,0,0,Matboard,0,0,N,Y,Y
B4341,Bain COASTAL DRIFT 32 X 40,0,EA,93924197789,50.89,0,0,Matboard,0,0,N,Y,Y
